Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2019,12,Female,17,Right-Handed,162,25,167,1,Rail (Train/Tram/Subway),75,.485,36,Dancing,1000,1000,1000,1000,495,820,25.5,Left foot,100,105,Ring finger,August,Summer,No,Yes,Rice/Noodle dishes,Water,Social studies,5,5,5,Yes - broadband connection,Text messaging,75,75,5,2,5,4,8,2,10,8,10,0,15,8,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Other,Environment
USA,IN,2019,11,Female,16,Right-Handed,162cm,24cm,161cm,one,Bus,10min,0.82s,69s,Baseball/Softball,0,2,3,10,10,10,25cm,Same length,10mm,11mm,Ring finger,March,Fall,No,No,Poultry,Juice,English,8hrs,18hrs,2,Yes - broadband connection,Text messaging,60,58,0,1.5hr,2.5hr,2.5hr,0,0,3.5hr,4hrs,5hrs,5hrs,14.6,1hr,A lot,Some college,Other,Invisibility,Rich,Relative,International aid
USA,SD,2019,9,Female,15,Right-Handed,170,26,165,2,Car,15,0.36,38,Basketball,500,500,500,500,550,700,25,Right foot,80,75,Index finger,September,Summer,Yes,No,Meat,Milk,Science,7,12,3,Yes - broadband connection,In person,40,40,35,28,24,15,20,0,40,40,50,15,10,0,Some,Graduate degree,Country,Freeze time,Happy,Coach or club leader,Religious
USA,WI,2019,12,Male,16,Right-Handed,181,27,179,1,Car,18,.36,43,Swimming,178,354,94,652,279,842,26,Right foot,92,98,Ring finger,July,Summer,No,No,Seafood,Water,Mathematics and statistics,9,7,3,Yes - broadband connection,In person,3,4,2,1,5,15,12,10,25,0,1,15,0,3,None,Graduate degree,Rap/Hip hop,Fly,Healthy,Relative,Education/Youth development
USA,OH,2019,8,Female,14,Right-Handed,156,23,159,1,Car,5,0.509,67,Dancing,679,684,818,594,123,353,23,Same length,80,70,Ring finger,December,Summer,No,No,Pizza/Pasta,Water,Science,7,6,4,Yes - other,Internet chat or instant messaging,25,65,7,4,2,4,10,0,5,2,3,1,0,5,A lot,Some college,Country,Invisibility,Happy,Friend,Health
USA,CA,2019,12,Male,17,Right-Handed,180,26,185,2,Car,5,32,54,Swimming,500,500,500,500,200,500,27,Same length,80,80,Ring finger,July,Winter,No,No,Meat,Water,Mathematics and statistics,6,8,3,Yes - broadband connection,Text messaging,59,60,3,3,3,3,3,3,3,3,3,3,3,3,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Business person,Health
USA,DE,2019,12,Female,17,Left-Handed,171.4,25.1,91.44,1,Car,20,.461,36,Hockey (Field),556,578,273,465,1000,1000,25.0,Right foot,80,85,Ring finger,May,Fall,Yes,No,Desserts,Water,Science,8,6,5,Yes - other,Myspace Facebook other social networking sites or blog,80,100+,12,0,0,48,10,48,29,29,63,5,0,6,A lot,Some college,Punk rock,Telepathy,Happy,Musician or singer,Arts culture sports
USA,CO,2019,7,Male,13,Right-Handed,5’4,27,62,1,Car,5,0.,0.729,Football (American),50,100,100,100,100,100,27,Same length,3,7 1/2,Same length,February,Summer,No,No,Pizza/Pasta,Sports drink,Social studies,8,4-5,4,Yes - other,Cell phone,30,4,13,3,1,4,17,5,10,20,24,3,0,1,Some,Some college,Rap/Hip hop,Invisibility,Healthy,Sports person,Health
USA,GA,2019,11,Male,17,Right-Handed,168,24,,2,Car,10,0.345,36,Soccer,900,800,800,900,950,1000,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2019,12,Male,18,Right-Handed,5.9,12,5.10,1,Car,1,1,47,Athletics,1000,1000,1000,1000,1000,1000,12,Same length,5,5,Same length,March,Summer,Yes,No,Other,Energy drink,Science,5,12,5,,Myspace Facebook other social networking sites or blog,0,0,0.06,0.00,1.00,2.00,3.00,5.00,0.56,0.00,0.25,0.60,0.00,1.00,Some,High school,Other,Super strength,Happy,Other,International aid
USA,IN,2019,12,Female,18,Right-Handed,5'5,21,163,1,Car,5,0.396,40,None,500,500,500,500,1000,1000,21.5,,45,41,Index finger,September,Fall,Yes,No,Meat,Soft drink (caffeinated),Art,5,10,2,Yes - other,Text messaging,75,25,0,30,5,0,0,0,70,50,160,100,20,0,Some,High school,Rap/Hip hop,Fly,Happy,Other,Other
USA,NY,2019,12,Female,17,Right-Handed,163,24.8,163,2,Car,6,0.732,53,Athletics,1000,1000,1000,1000,800,1000,24.4,Right foot,73,77,Ring finger,September,Fall,No,No,Rice/Noodle dishes,Water,Science,7,10,3,Yes - dial-up connection,Text messaging,30,45,10,3,8,3,12,1,10,2,5,10,12,1,A lot,Graduate degree,Rap/Hip hop,Fly,Healthy,Relative,Health
USA,AZ,2019,4,Male,10,Right-Handed,148,25,149,2,Car,3,0.34,53,Running/Jogging,540,941,385,781,0,588,25,Same length,8,8,Same length,January,Winter,Yes,No,Other,Water,Computers and technology,9,11,5,Yes - dial-up connection,Other,20,16,12,1,4,1,4,24,2,3,1,0,0,3,Very little,Other,Rap/Hip hop,Freeze time,Rich,Other,Health
USA,GA,2019,11,Female,15,Right-Handed,163,21,171.6,2,Car,40,0.543,51,Swimming,500,5,5,25,500,1000,24,Left foot,71,,,,,,,,,,,,,,,,,6,3,36,1,1,7,39,40,,,,,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Actor,Education/Youth development
USA,OR,2019,10,Male,16,Left-Handed,183,29.9,185,1,Car,10,.371,51,Football (American),200,300,200,400,500,800,30.1,Left foot,80,90,Ring finger,June,Winter,No,No,Desserts,Water,Physical education,9,8,4,Yes - broadband connection,Text messaging,40,43,3,,1,,3,,,1,1,,,,Some,Some college,Rap/Hip hop,Fly,Rich,Sports person,Wildlife animals
USA,IN,2019,12,Female,16,Left-Handed,160,19,155,1,Car,7,.742,48,Basketball,500,200,100,100,700,1000,20,Left foot,75,70,Index finger,August,Summer,No,No,Seafood,Water,Physical education,5,7,4,Yes - broadband connection,In person,0,13,,1,5,5,5,0,12,3,6,0,5,2,Very little,Other,Pop,Telepathy,Happy,Friend,Wildlife animals
USA,NY,2019,12,Female,17,Right-Handed,165,24.5,163,1,Car,7,0.437,45,Soccer,900,1000,800,900,500,700,24.5,Same length,85,75,Index finger,June,Fall,No,No,Meat,Water,Mathematics and statistics,5,9,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,20,25,9,6,12,10,10,0,14,14,20,7,2,3,A lot,Graduate degree,Pop,Fly,Healthy,Relative,Education/Youth development
USA,IN,2019,11,Male,17,Right-Handed,5’ 5’,25‘,1,2,Car,20 mi,.0726,79,None,23456,45678,R5678,45678,34567,34567,23456,Right foot,23456,56789,Ring finger,August,Winter,No,No,Rice/Noodle dishes,Energy drink,Music,34567,34567,3456,Yes - other,Myspace Facebook other social networking sites or blog,456,456,345,456,34567,4567,09876,09876,09876,09876,09876,09876,09876,87654,Very little,Graduate degree,Rap/Hip hop,Fly,Happy,Friend,Arts culture sports
USA,WI,2019,12,Male,17,Right-Handed,179.1,27,177,2,Car,10,0.253,43,Soccer,750,500,450,600,300,800,27,Left foot,95,96,Ring finger,February,Summer,Yes,No,Meat,Water,Other,8,8-10,3,Yes - broadband connection,Cell phone,0,0,6,0,2,1,10,3,4,1,4,1,1,1,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Business person,Other
USA,WA,2019,11,Male,16,Right-Handed,185.9,,,,,,,,Skateboarding/Rollerblading,400,700,600,500,200,500,99999,Same length,,,Ring finger,December,Summer,Yes,No,Meat,Water,English,6,9,6,Yes - other,Myspace Facebook other social networking sites or blog,300,400,,,,,,,,,,,,,A lot,Some college,Rap/Hip hop,Fly,Rich,Musician or singer,International aid
USA,CA,2019,12,Female,17,Right-Handed,162.5,7,7,2,Bus,10,0.933,47,Skateboarding/Rollerblading,1000,1000,1000,1000,1000,1000,10,Same length,122,12,Same length,April,Fall,No,No,Breads/Sandwiches,Water,Art,8,6,6,Yes - broadband connection,Text messaging,40,40,5,3,5,5,3,5,6,6,8,5,0,2,Some,Graduate degree,Heavy metal,Invisibility,Happy,Musician or singer,Wildlife animals
USA,NC,2019,5,Male,10,Right-Handed,145,21,148.5,2,Car,5,.362,50,Basketball,500,309,1000,1000,900,1000,21,Same length,85,85,Same length,June,Winter,No,No,No favorite,Juice,Mathematics and statistics,9,5,6,Yes - broadband connection,Cell phone,0,0,1,0,1,6,4,7,4,0,168,12,0,1,None,Graduate degree,Rap/Hip hop,Super strength,Happy,Relative,Health
USA,MA,2019,11,Male,16,Right-Handed,169,24,169,2,Car,10,0.283,27,Swimming,1000,1000,1000,1000,567,807,170,Left foot,80,70,Ring finger,February,Summer,Yes,No,Meat,Water,Computers and technology,8,6,6,Yes - broadband connection,In person,20,20,20,1,6,6,5,15,42,15,100,0,0,0,Some,Graduate degree,Pop,Freeze time,Happy,Relative,Health
USA,IN,2019,12,Male,17,Right-Handed,55,24,50,1,Bus,10,0.458,47,None,1000,1000,700,400,600,800,50,Same length,70,80,Ring finger,March,Spring,No,No,Pizza/Pasta,Soft drink (caffeinated),Music,7,2,7,Yes - other,Myspace Facebook other social networking sites or blog,0,10,8,1,1,3,1,8,2,0,3,0,0,2,Some,Graduate degree,Other,Invisibility,Happy,Musician or singer,Environment
USA,NC,2019,7,Male,13,Right-Handed,157,24,162,2,Bus,10,.097,32,Soccer,250,150,337,500,550,0,22,Right foot,70,80,Index finger,April,Winter,No,No,Desserts,Energy drink,Mathematics and statistics,6,12,7,No internet connection,Text messaging,0,1,2,0,0,4,3,4,0,1,0,1,1,1,Some,Some college,Rap/Hip hop,Fly,Rich,Actor,Wildlife animals
USA,WV,2019,12,Female,17,Right-Handed,162.5,27,157,1,Car,7,.538,,Walking/Hiking,1000,1000,900,1000,500,700,26.5,Right foot,67,62,Index finger,July,Fall,Yes,No,Pizza/Pasta,Tea,Science,5,9,3,Yes - other,Internet chat or instant messaging,60,50,3,2,8,5,0,0,4,4,4,1,25,3,A lot,Graduate degree,Country,Telepathy,Happy,Relative,Health
USA,OR,2019,10,Female,16,Right-Handed,165.1,22.86,163.4,1,Car,15,0.699,40,Other,500,700,700,800,300,1000,22.78,Right foot,,,Ring finger,November,Summer,No,No,Pizza/Pasta,Juice,Mathematics and statistics,6,5,4,Yes - other,Myspace Facebook other social networking sites or blog,22,15,50,100,12,24,34,0,100,130,145,4,24,0,Some,Undergraduate degree,Rap/Hip hop,Telepathy,Rich,Friend,Education/Youth development
USA,NY,2019,12,Female,17,Right-Handed,170,24,160,1,Car,10,0.446,44,Dancing,800,500,900,900,1000,1000,23,,80,80,Same length,June,Fall,Yes,No,Rice/Noodle dishes,Water,Science,8,10,5,Yes - other,Text messaging,250,200,12,5,20,30,15,15,15,10,15,4,12,5,Some,Graduate degree,Pop,Telepathy,Happy,,Environment
USA,OH,2019,8,Male,13,Right-Handed,163,25,162,1,Bus,20,.288,33,None,720,420,69,420,1000,1000,25,Same length,77,77,Same length,August,Fall,No,No,Meat,Soft drink (caffeinated),Other,4,14,5,Yes - other,Other,30,1000,33,1,0,2,2,60,10,10,60,0,0,3,None,Some college,Other,Invisibility,Rich,Other,Other
USA,CA,2019,7,Female,12,Right-Handed,160,21,156,2,Car,6,0.512,60,Basketball,100,100,100,100,0,1000,21,Same length,6,7.5,Ring finger,April,Spring,No,Yes,No favorite,Water,Art,10,7,7,Yes - other,Text messaging,4,4,27,4,20,3,7,11,4,2,0,6,0,0,A lot,Graduate degree,Pop,Fly,Happy,Other,Wildlife animals
USA,CA,2019,12,Female,20,Right-Handed,160.2,21,165,2,Car,60,.494,37,Baseball/Softball,1000,1000,1000,1000,100,100,20,Right foot,60.5,60,Index finger,December,Winter,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,6,5,Yes - other,In person,0,1,2,0,1,0,0,0,4,0,2,1,32,2,Some,Less than high school,Rock and roll,Freeze time,Happy,Other,Environment
USA,PA,2019,4,Male,10,Right-Handed,700,34,34,1,Bus,5,0.521,104,None,88,88,88,88,88,88,34,Same length,600,76,Same length,August,Fall,Yes,No,No favorite,,Other,8,4,5,Yes - other,In person,0,0,88,88,88,88,88,88,88,88,88,88,88,88,Some,Other,,Telepathy,Healthy,Other,Health
USA,NY,2019,12,Male,16,Right-Handed,182.9,27.94,186,3,Car,7,0.854,71,Golf,999,999,999,999,999,999,27,Same length,7,8,Ring finger,November,Summer,Yes,No,Desserts,Soft drink (caffeinated),Languages,5,8,5,Yes - other,Text messaging,10,10,10,40,7,7,0,10,20,10,30,40,0,0,Some,Graduate degree,Pop,Telepathy,Famous,Musician or singer,Environment
USA,NH,2019,9,Female,14,Right-Handed,172.7,22,172.7,1,Bus,7,0.334,27,Gymnastics,0,1000,1000,1000,160,365,22,Same length,88.9,63.5,Index finger,May,Fall,Yes,No,Meat,Water,History,8,10,4,Yes - other,Myspace Facebook other social networking sites or blog,200,210,,,,,,,,,,,,,,,,,Healthy,,
USA,FL,2019,12,Male,16,Right-Handed,175,25,155,1,Car,15,315,40,Other,250,250,500,500,1000,1000,23,Right foot,85,65,Index finger,September,Fall,No,No,Rice/Noodle dishes,Water,Geography,7,8,3,Yes - broadband connection,In person,5,5,5,0,9,4,5,8,5,2,14,0,0,5,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Teacher,Education/Youth development
USA,OH,2019,6,Female,12,Right-Handed,165,27,162,2,Car,5-10,0.389,36,Other,1000,600,100,500,1000,1000,27,Left foot,7 1/2,7,Index finger,June,Summer,Yes,Yes,Fruit,Water,Music,3 1/2,1,5,Yes - other,Text messaging,150,300,61,27,0,5,8,0,33,15,24,28,0,16,A lot,Graduate degree,Pop,,Famous,Musician or singer,Other
USA,SC,2019,12,Female,16,Right-Handed,163,25,137,1,Car,15,.419,44,Other,615,821,1000,1000,684,936,24,Right foot,65,50,Index finger,July,Fall,Yes,No,Meat,Water,English,8,10,2,Yes - broadband connection,Text messaging,500,500,20,6,30,30,20,0,0,20,15,30,0,20,A lot,Graduate degree,Country,Invisibility,Happy,Relative,International aid
USA,KY,2019,12,Female,17,Right-Handed,163,22,162,2,Car,15,0.5,48,Swimming,1000,1000,1000,1000,1000,1000,22,Same length,60,50,Index finger,March,Spring,No,No,Breads/Sandwiches,Water,English,7,9,2,Yes - other,Myspace Facebook other social networking sites or blog,50+,25+,20,5,10,2,0,0,60,25,20,5,12,2,Some,Graduate degree,Gospel,Invisibility,Happy,Religious figure,Religious
USA,VT,2019,10,Male,15,Left-Handed,174,28,181,1,Bus,15,1.116,90,Bowling,,,,,,,28,Same length,120,115,Index finger,May,Summer,No,No,Meat,Milk,Computers and technology,10,9,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,0,0,5,1,0,3,1,8,3,2,8,2,0,1,None,High school,Classical,Freeze time,Rich,Relative,Religious
USA,MD,2019,12,Female,17,Right-Handed,172,18,174,1,Car,10,.414,47,Soccer,800,750,700,650,850,900,17,Right foot,88,87,Index finger,February,Fall,Yes,No,Desserts,Tea,Science,6,8,3,Yes - broadband connection,Text messaging,100,250,10,0,5,5,25,0,10,5,10,15,0,5,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Friend,Health
USA,MA,2019,12,Female,17,Right-Handed,5,22,58,1,Car,25,0.363,44,Lacrosse,1000,1000,1000,1000,310,497,22,Same length,70,75,Ring finger,July,Spring,No,No,Pizza/Pasta,Water,Art,7,10,5,Yes - other,Text messaging,72,82,35,14,14,21,20,0,14,21,56,0,68,7,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Community leader or elder,Environment
USA,VA,2019,11,Male,18,Right-Handed,170.1,27.94,48,2,Bus,10,.38,40,Basketball,1000,1000,1000,1000,100,300,29.94,Same length,25,20,Index finger,September,Fall,No,No,Meat,Water,History,6,10,3,Yes - broadband connection,Internet chat or instant messaging,30,32,5,2,10,1,2,2,5,5,8,0,0,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,Health
USA,SD,2019,9,Male,15,Right-Handed,178,29,166,1,Car,10,0.3,,,1000,775,64,337,64,1000,28,Right foot,70,69,Ring finger,March,Summer,No,No,Pizza/Pasta,Water,Art,3,1,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,3,9,1,2,7,1,8,0,9,1,40,2,0,0,Very little,Some college,Pop,Invisibility,Healthy,Sports person,Wildlife animals
USA,IL,2019,12,Male,17,Left-Handed,,,,1,Bus,7,0.025,35,None,1000,1000,1000,1000,1000,1000,,Same length,,,,October,Summer,Yes,No,No favorite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2019,12,Female,17,,155,21,156,1,Car,17,0.394,34,Other,861,433,267,160,1000,1000,23,Left foot,8.9,8.1,Index finger,October,Fall,Yes,No,Breads/Sandwiches,Water,Music,5,8,5,Yes - broadband connection,Text messaging,8,25,3,.5,40,2,0,0,3,3,75,7,0,1,A lot,Graduate degree,Other,Freeze time,Happy,Relative,Health
USA,KS,2019,12,Male,17,Right-Handed,181,29,182,2,Car,6,.338,34,Swimming,1000,1000,1000,1000,950,1000,29,Same length,85,75,Index finger,May,Spring,No,No,Desserts,Water,History,8,10,4,Yes - other,Internet chat or instant messaging,15,18,2,1,7,5,2,8,15,1,15,20,15,3,Some,Graduate degree,Other,Freeze time,Happy,Politician,International aid
USA,NH,2019,12,Female,17,Right-Handed,168,26,175,1,Car,15,.219,40,Hockey (Ice),1000,1000,1000,1000,1000,1000,26,Same length,74,71,Index finger,June,Summer,No,No,Poultry,Water,Science,6,7,3,Yes - broadband connection,Text messaging,150,150,12,1,1,12,6,0,10,15,20,6,22,1,Some,Graduate degree,Country,Fly,Happy,Relative,Health
USA,PA,2019,6,Female,11,Right-Handed,151,20,143,4,Bus,30ish,0.468,46,Other,754,754,525,599,0,0,20,Same length,66,66,Same length,August,Fall,No,No,Pizza/Pasta,Other,Art,8-9,5-6,2,Yes - broadband connection,Text messaging,100,150+,152,150,4,3,10,10+,8,42,168,1,0,6,Very little,Graduate degree,Punk rock,Fly,Happy,Relative,Education/Youth development
USA,NY,2019,10,Male,15,Right-Handed,185.4,31,187.9,3,Rail (Train/Tram/Subway),50,0.306,33,Basketball,1000,900,900,950,700,800,31,Same length,203.2,86.36,Ring finger,July,Summer,No,No,Poultry,Water,History,5,9,4,Yes - broadband connection,Text messaging,14,15,6,7,45,7,5,4,23,12,33,1,0,4,A lot,Graduate degree,Other,Freeze time,Happy,Business person,Wildlife animals
USA,IN,2019,12,Female,17,Right-Handed,170,19,159,1,Car,3,.535,48,Other,20,40,50,68,,,19,Same length,6,5,Index finger,June,Summer,Yes,No,Meat,Water,Music,8,12,3,Yes - broadband connection,Text messaging,20,26,4,0,2,6,2,0,6,5,3,1,8,1,Very little,Undergraduate degree,Country,Telepathy,Happy,Religious figure,Religious
USA,FL,2019,11,Male,17,Right-Handed,170,22.3,150,1,Car,30,.735,46,Dancing,800,800,900,200,1000,1000,23,Left foot,80,72,Ring finger,October,Fall,No,Yes,Meat,Water,English,6,10,4,Yes - broadband connection,Internet chat or instant messaging,9,10,10,0,2,2,2,2,5,5,5,0,0,0,,Graduate degree,Gospel,Freeze time,Healthy,Friend,Health
USA,OH,2019,7,Male,13,Left-Handed,,,,2,Bus,10-20,0.384,42,Other,1000,1000,1000,1000,1000,1000,,,,,,October,Fall,No,No,Rice/Noodle dishes,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,12,Female,17,Right-Handed,162.5,23.8,162.5,2,Car,5,.386,51,Dancing,1000,1000,1000,1000,700,700,23.8,Right foot,10,8.75,Index finger,August,Summer,Yes,No,Other,Water,Science,8,9,3,Yes - broadband connection,Text messaging,52,52,4,10,4,4,10,1,12,12,12,5,0,4,Some,Graduate degree,Reggae,Invisibility,Happy,Relative,International aid
USA,MI,2019,9,Female,14,Right-Handed,165,22,164,1,Car,25,.778,50,Athletics,700,400,200,500,800,900,23,Left foot,73,75,Ring finger,March,Fall,Yes,No,Meat,Water,Mathematics and statistics,8,7,3,Yes - broadband connection,In person,50,23,24,0,7,8,10,8,30,25,50,8,0,3,A lot,Graduate degree,Classical,Freeze time,Happy,Politician,Health
USA,CA,2019,9,Male,15,Right-Handed,162,25,158,2,Car,5,0.262,29,Running/Jogging,500,500,500,500,1000,1000,25,Same length,85,86,Ring finger,December,Winter,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,6,8,4,Yes - broadband connection,Internet chat or instant messaging,50,50,4,0,21,5,5,49,5,5,60,0,0,0,A lot,Graduate degree,Techno/Electronic,Telepathy,Happy,Friend,Other
USA,MI,2019,9,Female,14,Right-Handed,157,28,165,1,Car,45-50,30,30,Other,900,700,900,800,600,1000,26,Right foot,7.5,8,Ring finger,May,Summer,Yes,No,Soups,Water,Other,6,4,4,Yes - dial-up connection,Myspace Facebook other social networking sites or blog,17,28,48,9,8,6,8,0,10,1,1,0,3,2,Some,Some college,Other,Freeze time,Rich,Relative,Health
USA,IN,2019,12,Female,17,Right-Handed,162.5,24.8,167.6,1,Car,15,.668,45,Gymnastics,1000,1000,900,900,400,400,25.1,Left foot,19.05,17.78,Index finger,October,Fall,No,No,Pizza/Pasta,Water,Physical education,5.5,9,5,Yes - other,Text messaging,250,250,20,5,10,10,5,0,15,15,3,3,20,2,Some,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Religious figure,Health
USA,NE,2019,11,Female,17,Right-Handed,162,22,148,1,Car,15,.764,49,Soccer,1000,500,500,500,1000,1000,,,,,Ring finger,January,Fall,Yes,No,Pizza/Pasta,Soft drink (caffeinated),English,8,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OK,2019,11,Male,18,Right-Handed,182,26,185,1,Car,5,0.338,42,None,701,743,545,545,668,669,26,Same length,79,85,,September,Winter,No,No,Pizza/Pasta,Water,Computers and technology,7,10,4,No internet connection,In person,0,0,4,1,2,0,0,60,0,0,0,2,0,0,None,Other,Techno/Electronic,Freeze time,Rich,Other,Education/Youth development
USA,CA,2019,7,Male,12,Right-Handed,150,23,151,2,Walk,10,.291,40,Soccer,400,900,500,650,850,1000,231/2,Left foot,9,9 1/2,Ring finger,July,Summer,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,12,12-14,4,Yes - other,Internet chat or instant messaging,0,4,30,1,12,45,8,24,9,6,10,5,0,10,A lot,Undergraduate degree,Pop,Freeze time,,Sports person,Education/Youth development
USA,CO,2019,7,Male,12,Right-Handed,4”7,7cm,26cm,1,Car,15min,1sec,6sec,Basketball,500,800,1000,600,0,0,9cm,Left foot,7mm,6mm,Index finger,August,Fall,No,No,Fruit,Juice,Music,9,12,5,Yes - broadband connection,In person,0,15,8,0,10,20,9,4,0,0,0,1,3,7,A lot,Graduate degree,Rap/Hip hop,Fly,Healthy,Musician or singer,Wildlife animals
USA,WI,2019,7,Female,13,Right-Handed,,,,,Bus,,,,Swimming,,,,,,,,,,,,October,Fall,Yes,No,Seafood,Water,Mathematics and statistics,8,7,2,Yes - broadband connection,Myspace Facebook other social networking sites or blog,30,35,,,,,,,,,,,,,Some,Graduate degree,Rap/Hip hop,Fly,Healthy,Teacher,Health
USA,PA,2019,12,Male,17,Right-Handed,183,33.02,183,1,Car,10,.52,61,Hockey (Ice),350,850,400,100,800,1000,33.02,Same length,91,95,Ring finger,February,Winter,Yes,No,Meat,Water,Mathematics and statistics,6,9,5,Yes - other,Cell phone,10,10,15,2,5,2,14,8,15,1,30,2,0,5,Some,Graduate degree,Pop,Invisibility,Rich,Sports person,Health
USA,NY,2019,12,Female,17,Right-Handed,152,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2019,11,Female,14,Right-Handed,167.6,26,164,2,Bus,50,0.383,41,Basketball,700,700,700,400,10,700,25.6,Right foot,8.5,9,Ring finger,September,Summer,No,No,Rice/Noodle dishes,Tea,History,7,10,4,Yes - broadband connection,Text messaging,7,10,7,.5,18,36,3,0,2,1,7,0,0,29,Some,Graduate degree,Reggae,Telepathy,Happy,Relative,Religious
USA,VT,2019,10,Female,16,Right-Handed,156.5,24,150,2,Car,15,.852,54,Other,850,950,600,700,850,850,24,Same length,75,69,Index finger,March,Summer,No,No,Meat,Water,History,7.5,8.5,4,Yes - other,In person,500,550,30,8,2,15,7,2,,,,,,,,High school,Country,Freeze time,Rich,Other,International aid
USA,SC,2019,12,Male,17,Right-Handed,176,25,168,1,Car,5,.528,49,Basketball,1000,1000,1000,500,200,500,25,Same length,9cm,7cm,Index finger,January,Fall,No,No,Meat,Soft drink (caffeinated),Other,5,8,4,Yes - broadband connection,Text messaging,100,80,20,0,0,10,0,15,48,56,100,10,24,0,Some,Other,Rap/Hip hop,Invisibility,Rich,Sports person,Religious
USA,TX,2019,12,Female,18,Right-Handed,550,50,2500,,Car,10,5,10,Other,1000,1000,500,500,1000,1000,100,Same length,10,10,Ring finger,August,Summer,No,No,Meat,Soft drink (caffeinated),Mathematics and statistics,6,8,4,Yes - other,Text messaging,50,50,10,3,3,1,0,8,12,12,25,25,25,5,A lot,Undergraduate degree,Pop,Telepathy,Rich,Relative,Wildlife animals
USA,PA,2019,12,Female,17,Right-Handed,168,23,167,1,Bus,6,.46,34,Other,799,550,800,650,1000,1000,25,Left foot,7.1,6.6,Index finger,March,Fall,Yes,No,Fruit,Water,History,5,8,7,Yes - other,Text messaging,7,5,20,2,20,4,10,0,10,5,40,0,15,3,A lot,Graduate degree,Other,Freeze time,Rich,Business person,International aid
USA,MA,2019,4,Male,9,Right-Handed,,,,3,Car,15,20.,47,Martial Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2019,11,Female,16,Right-Handed,160,19,73,2,Bus,40,431,40,None,652,428,556,1000,551,839,30,Same length,9,9,Same length,August,Summer,Yes,No,Seafood,Water,Languages,8,4,6,No internet connection,Cell phone,5,5,3,2,0,5,0,5,5,5,5,0,7,1,Some,Some college,Rap/Hip hop,Invisibility,Rich,Actor,Health
USA,GA,2019,8,Female,11,Right-Handed,142,24.5,91.44,1,Bus,12,0.432,51,Baseball/Softball,232,23,23,32,23,320,24.5,Same length,13,11,Index finger,July,Summer,Yes,No,Meat,Soft drink (caffeinated),,5,2,2,Yes - other,Text messaging,5,13,1,1,0,3,4,5,1,1,1,1,1,1,Some,Other,Rap/Hip hop,Super strength,Rich,Friend,Education/Youth development
USA,KY,2019,12,Female,17,Right-Handed,161,22.5,160,2,Car,35,.5,46,Golf,700,500,1000,500,500,800,22.7,Left foot,70,70,Same length,July,Fall,Yes,No,Desserts,Water,History,6,7,3,Yes - other,Text messaging,50,50,25,1,7,10,4,0,40,40,40,8,10,5,A lot,Graduate degree,Rap/Hip hop,Telepathy,Famous,Relative,International aid
