Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,OH,2019,12,Male,17,Ambidextrous,187.9,30.2,198.1,2,Car,5,0.312,49,Football (American),1000,551,1000,920,866,1000,30.2,Same length,101.6,127,Ring finger,April,Summer,No,No,Meat,Other,Music,7,5,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,500,2000,7,6,3,2,5,4,125,3,1,3,12,2,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,Health
USA,CA,2019,9,Female,15,Right-Handed,170,24,170,2,Car,6,0.494,47,Other,1000,797,1000,818,487,497,,,79,78,Index finger,March,Winter,No,No,Other,Coffee,Computers and technology,7,8,4,Yes - other,In person,4,2,45,5,5,7,0,0,10,0,40,0,0,4,Very little,Graduate degree,Other,Freeze time,Happy,Relative,Health
USA,MO,2019,6,Female,12,Left-Handed,89,24,80,1,Car,5,.328,41,Soccer,588,690,551,626,775,824,24,Same length,,5,Ring finger,June,Spring,Yes,No,Rice/Noodle dishes,Water,Mathematics and statistics,6,11,4,Yes - broadband connection,Text messaging,15,40,2,0,1,8,8,2,2,7,20,2,0,3,A lot,Graduate degree,Pop,Fly,Happy,Community leader or elder,Wildlife animals
USA,NY,2019,12,Female,16,Ambidextrous,160,20,56,3,Car,10,.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2019,6,Male,12,Right-Handed,164,24,156,2,Car,5,1.128,41,Soccer,299,904,59,1000,1000,1000,,Same length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MI,2019,9,Male,15,Right-Handed,167c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2019,7,Female,12,Right-Handed,164,23,163,1,Car,10,.585,67,Golf,449,374,636,684,1000,1000,23,Same length,7,7,Same length,September,Winter,Yes,No,Rice/Noodle dishes,Water,Science,5,9,4,Yes - other,Cell phone,20,19,13,2,4,1,1,4,6,3,3,2,0,0,A lot,Other,Other,Freeze time,Rich,Actor,Education/Youth development
USA,OH,2019,12,Male,17,Right-Handed,170,25,170,1,Car,15,.255,46,Baseball/Softball,750,750,900,800,1000,1000,25,Same length,75,80,Ring finger,March,Winter,Yes,No,Meat,Soft drink (non-caffeinated),English,7,10,2,Yes - broadband connection,In person,5,18,30,1,4,20,5,0,1,4,72,72,0,10,A lot,Some college,Pop,Telepathy,Happy,Other,Wildlife animals
USA,KY,2019,7,Male,14,Right-Handed,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,12,Female,21,Right-Handed,173,10,92,1,Car,30,0.565,51,Running/Jogging,750,750,375,375,1000,1000,10,Same length,8,7,Index finger,November,Summer,Yes,No,Desserts,Water,Mathematics and statistics,5,10,3,Yes - broadband connection,In person,250,270,16,4,10,10,2,0,12,2,30,15,40,5,A lot,Graduate degree,Rap/Hip hop,Super strength,Happy,Sports person,Wildlife animals
USA,GA,2019,9,Female,14,Right-Handed,160,24,175,2,Bus,15,.478,42,Dancing,250,250,675,825,875,900,24,Same length,88,90,Ring finger,July,Fall,No,No,Desserts,Juice,Physical education,6,10,3,Yes - broadband connection,Text messaging,25,15,8,2,3,4,1,0,1,.5,10,3,0,1,Very little,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Business person,Health
USA,OH,2019,7,Female,12,Right-Handed,,,,2,Bus,5,0.37,47,Dancing,1000,1000,1000,487,86,16,,Same length,,,Ring finger,June,Summer,Yes,No,Meat,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,12,Male,25,Right-Handed,173,27,80,2,Car,25,0.305,43,Other,1000,1000,500,1000,600,1000,27,Same length,76,78,Ring finger,October,Fall,No,No,Other,Water,Mathematics and statistics,8,6,5,Yes - broadband connection,Internet chat or instant messaging,5,7,2,78,5,3,0,35,5,2,4,3,25,5,A lot,Graduate degree,Other,Freeze time,Happy,Relative,Religious
USA,NY,2019,12,Female,17,Right-Handed,163,24,167,1,Car,10,0.544,38,Soccer,1000,1000,1000,500,100,200,24,Same length,95,76,Index finger,September,Fall,Yes,No,Rice/Noodle dishes,Tea,Art,6,8,4,Yes - other,Myspace Facebook other social networking sites or blog,6,25,1,0,12,1,20,0,20,3,1,5,0,2,Some,Undergraduate degree,Pop,Invisibility,Happy,Actor,International aid
USA,FL,2019,10,Male,15,Right-Handed,169,26,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,12,Female,18,Right-Handed,5'5,23,160,1,Other,20,.312,36,Swimming,1000,1000,1000,900,700,700,24,Left foot,7,7,Same length,October,Summer,No,No,Breads/Sandwiches,Water,Art,7,12,5,Yes - other,Myspace Facebook other social networking sites or blog,100,100,40,15,10,10,5,2,25,25,25,10,0,0,A lot,Graduate degree,Other,Fly,Healthy,Relative,International aid
USA,IN,2019,12,Male,17,Right-Handed,178,26,176,1,Car,30,.298,37,Football (American),800,800,750,700,500,500,26,Same length,90,90,Same length,May,Fall,Yes,No,Meat,Tea,Other,6,4,3,Yes - broadband connection,Internet chat or instant messaging,20,25,5,.5,6,3,1,1,3,3,5,2,25,5,Some,Graduate degree,Heavy metal,Invisibility,Happy,Other,Arts culture sports
USA,PA,2019,6,Female,11,Right-Handed,161,22,155,1,Bus,20,2.407,38,Baseball/Softball,497,321,503,1000,0,278,24,Left foot,85,85,Same length,July,Spring,No,No,Pizza/Pasta,Soft drink (caffeinated),Computers and technology,8,1,5,Yes - broadband connection,Myspace Facebook other social networking sites or blog,14,23,2,1,2,5,4,3,6,7,5,1,1,2,Some,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Friend,Education/Youth development
USA,WI,2019,12,Male,17,Right-Handed,182,26,183,1,Car,10,0.552,45,Baseball/Softball,567,647,545,620,920,861,25,Right foot,65,75,Ring finger,December,Spring,Yes,No,Meat,Water,History,8,10,6,Yes - other,Text messaging,5,4,2,1,2,10,10,8,1,1,2,6,0,6,Very little,Undergraduate degree,Rap/Hip hop,Fly,Rich,Sports person,Arts culture sports
USA,CA,2019,11,Female,17,Right-Handed,66,23,116,1,Car,10,.432,50,Other,1000,100,500,100,1000,1000,24,Right foot,8.8,9.2,Ring finger,July,Winter,No,No,Meat,Water,Science,7,9,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,5,6,5,1,1,8,8,0,20,1,23,2,0,7,A lot,High school,Punk rock,Fly,Rich,Other,International aid
USA,IA,2019,7,Female,12,Left-Handed,65,20,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2019,12,Male,17,Right-Handed,167.5,23,172.2,1,Car,10,.27,40,Swimming,500,500,1000,800,1000,1000,24,Left foot,80,80,Same length,June,Summer,Yes,No,Meat,Water,Science,5.5,11,3,Yes - other,Text messaging,15,20,30,9,5,12.5,10,9,24,12,10,5,15,6,Some,Graduate degree,Pop,Super strength,Happy,Sports person,Arts culture sports
USA,MA,2019,10,Female,16,Right-Handed,179.8,20.32,152.4,2,Car,13,.365,71,Other,523,723,782,162,361,327,20.32,Same length,88.9,83.22,Index finger,May,Spring,Yes,No,Fruit,Juice,Mathematics and statistics,6,11,3,Yes - other,Myspace Facebook other social networking sites or blog,7,5,22,42,88,47,67,22,54,63,74,32,65,7,A lot,Graduate degree,Other,Freeze time,Rich,Teacher,International aid
USA,TX,2019,12,Female,19,Right-Handed,167,22,154,1,Car,30,.557,49,Swimming,1000,1000,700,700,500,500,21,Right foot,80,80,Same length,September,Summer,Yes,No,Pizza/Pasta,Water,Other,8,10,3,Yes - broadband connection,Text messaging,30,40,7,.5,6,4,4,0,4,5,4,7,20,0,A lot,Undergraduate degree,Pop,Fly,Happy,Relative,Wildlife animals
USA,WA,2019,11,,,,182,,,,,,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2019,11,Female,17,Right-Handed,175,25,170,2,Car,5,.355,30,Dancing,1000,1000,1000,1000,500,500,25,Same length,90,85,Index finger,March,Fall,Yes,No,Rice/Noodle dishes,Coffee,Science,6,12,5,Yes - broadband connection,Text messaging,100,100,6,,,,,,,,,,,,,,,,,,
USA,ID,2019,12,Male,27,Right-Handed,170,36,173,2,Walk,15,0.339,39,Running/Jogging,550,550,300,700,800,800,36,Same length,102,102,Same length,August,Fall,Yes,No,No favorite,Milk,English,4,4,2,Yes - broadband connection,In person,5,2,0,1,4,0,0,0,0,0,3,3,2,1,A lot,Graduate degree,Gospel,Freeze time,Rich,Religious figure,International aid
USA,NC,2019,11,Female,17,Right-Handed,172.2,24.76,165.1,1,Car,7,.3551,32,Lacrosse,912,720,624,678,903,957,24.13,Right foot,92.71,87.63,Index finger,April,Fall,No,No,Desserts,Coffee,Science,6,7,6,Yes - other,Text messaging,56,64,15,7,14,5,12,0,6,1,2,0,25,5,A lot,Graduate degree,Pop,Fly,Happy,Sports person,International aid
USA,SC,2019,11,Female,16,Right-Handed,5’1,28,150,1,Car,8,.775,46,Gymnastics,1000,900,1000,900,50,50,29,Left foot,65,67,Ring finger,June,Summer,No,No,Poultry,Coffee,Mathematics and statistics,6,14,5,Yes - broadband connection,Text messaging,150,170,32,20,10,20,12,0,45,15,136,20,35,0,Very little,Some college,Pop,Telepathy,Happy,Relative,International aid
USA,TX,2019,12,Female,21,Right-Handed,152.4,182.8,,2,Other,5,1.193,42,Walking/Hiking,60,100,100,100,100,100,182.8,Same length,,,Index finger,August,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,12,0,Yes - broadband connection,Text messaging,20,18,12,9,15,5,0,0,12,18,15,8,40,20-30,Some,Graduate degree,Pop,Invisibility,Healthy,Actor,Education/Youth development
USA,WV,2019,12,Male,17,Right-Handed,175,25,165,1,Car,5,0.64,69,Soccer,600,600,700,600,200,800,25,Same length,75,75,Same length,November,Fall,Yes,No,Meat,Soft drink (non-caffeinated),History,6-5,8-9,4,Yes - other,Other,idk,idk,12,1,0,3-4,0,alot,alot,24,15,16,0,0,Very little,Other,Heavy metal,Super strength,Happy,Relative,Other
USA,OH,2019,6,,,,5'4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CO,2019,7,Female,13,Right-Handed,156,22cm,152cm,3,Car,3,3.8,55,Walking/Hiking,300,200,250,150,900,1000,23,Left foot,75,6,Index finger,January,Fall,Yes,No,Soups,Juice,Languages,9,10,7,Yes - other,In person,35,35,600,700,0,300,500,0,1000,500,1000,300,250,1000,Some,Other,Rap/Hip hop,Freeze time,Rich,Other,Other
USA,VA,2019,12,Female,17,Right-Handed,170,25,170,2,Car,5,.675,54,Swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2019,11,Male,16,Right-Handed,188,28,184,2,Car,6,0.2,40,Football (American),1000,1000,711,663,273,524,28,Same length,16,16,Same length,February,Winter,Yes,No,Meat,Soft drink (caffeinated),Other,8,6,6,Yes - other,Other,8,20,48,1,3,48,3,4,4,1,1,1,12,4,None,High school,Rap/Hip hop,Invisibility,Rich,Coach or club leader,Education/Youth development
USA,OH,2019,7,Female,13,Right-Handed,144,21,140,1,Car,5,.36,32,Gymnastics,500,700,10,1000,0,0,21,Same length,62,67,Ring finger,October,Summer,No,No,Rice/Noodle dishes,Water,History,9,12,5,Yes - broadband connection,Text messaging,20,10,3,0,4,10,20,8,4,2,10,9,1,0,None,Graduate degree,Pop,Telepathy,Rich,Sports person,Health
USA,IN,2019,8,Male,13,Ambidextrous,162,24,158,1,Car,20,0.393,30,Swimming,250,500,500,500,750,800,24,Same length,65,65,Same length,May,Summer,No,No,Desserts,Soft drink (caffeinated),Computers and technology,8-9,8,5,Yes - broadband connection,Text messaging,11,12,12,1,1,168,12,10,0,50,42,168,0,2,Some,Graduate degree,Pop,Freeze time,Rich,Friend,Arts culture sports
USA,NJ,2019,12,Male,17,Right-Handed,185,27,78,1,Car,7,.491,52,Running/Jogging,500,720,700,200,800,910,27.5,Left foot,90,90,Same length,January,Fall,No,No,Pizza/Pasta,Water,Physical education,6,8,3,Yes - other,Text messaging,9,18,0,1/2,8,1,15,1,1,1,10,5,12,1,Some,Graduate degree,Gospel,Super strength,Happy,Community leader or elder,Health
USA,MI,2019,9,Female,14,Right-Handed,5”5,23,156,1,Car,30,0.917,62,Dancing,800,800,200,500,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,17,Right-Handed,166,24,166,1,Car,12,.725,60,Swimming,800,700,500,900,300,500,23,Right foot,91,95,Ring finger,October,Spring,Yes,No,Fruit,Water,Music,6,9,3,Yes - other,Text messaging,5,4,5,8,1,1,0,2,9,3,5,4,2,1,Some,Some college,Pop,Telepathy,Happy,Other,Religious
USA,NJ,2019,12,Male,17,Right-Handed,170,28,168,1,Bus,10,.411,63,Bowling,1000,800,550,600,1000,900,28,Same length,8.5,8.5,Same length,August,Winter,No,No,No favorite,Water,Mathematics and statistics,6,8,4,Yes - broadband connection,,731,1156,20,0,14,10,5,10,25,30,30,0,12,15,Some,Graduate degree,Techno/Electronic,Fly,Rich,Friend,Environment
USA,CO,2019,7,Female,13,Right-Handed,50,26,159,1,Car,10,0.745,49,Dancing,1000,100,10,10,0,10,27,Left foot,7 1/2,6 1/2,Index finger,September,Fall,Yes,No,Breads/Sandwiches,Water,History,8/7,5/6,4,Yes - other,Other,20,20,8,1,2,1,5,5,5,5,8,1,4,4,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Musician or singer,Wildlife animals
USA,IA,2019,12,Female,17,Right-Handed,164,23,161,2,Car,7,0.428,36,Tennis,829,529,638,152,873,909,22,Right foot,95,91,Index finger,May,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7,6,3,Yes - broadband connection,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,12,Male,17,Right-Handed,171,26.5,165,1,Car,20,0.366,67,Football (American),800,700,600,850,875,1000,27,Left foot,7.3,7.9,Ring finger,June,Summer,Yes,No,Rice/Noodle dishes,Water,History,5,10,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,A lot,A lot,18,1,6,8,12,13,42,6,140,9,0,8,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Business person,International aid
USA,WI,2019,7,Male,13,Right-Handed,,,,1,Bus,12,0.357,46,Basketball,700,497,631,631,305,508,,,,,,June,Summer,Yes,No,Poultry,Water,Mathematics and statistics,8,11,3,Yes - broadband connection,Text messaging,100,100,8,2,1,4,1,2,0,6,6,1,0,1,Some,Graduate degree,Rap/Hip hop,Fly,Healthy,Business person,International aid
USA,NH,2019,9,Male,15,Ambidextrous,173,24.13,169,3,Car,5,0.192,38,Swimming,230,230,230,230,1000,1000,24.13,Same length,100,82,Index finger,December,Fall,Yes,No,Meat,Water,Languages,7,9,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,500,451,8,1,5,6,12,20,20,15,20,10,0,3,A lot,Graduate degree,Pop,Invisibility,Happy,Sports person,International aid
USA,OH,2019,8,Female,13,Right-Handed,152,23,155,1,Bus,18,.455,36,Gymnastics,599,727,802,556,727,759,24,Left foot,90,95,Ring finger,June,Winter,No,No,Rice/Noodle dishes,Water,English,7,9,5,Yes - other,Text messaging,200,200,25,2,7,15,12,0,9,7,7,3,0,3,A lot,Graduate degree,Pop,Freeze time,Happy,Other,Wildlife animals
USA,WA,2019,11,Female,17,Right-Handed,170,23,164,1,Bus,18,.548,66,Tennis,898,380,604,583,1000,1000,23.5,Left foot,80,75,Index finger,January,Fall,Yes,No,Rice/Noodle dishes,Soft drink (caffeinated),Music,4,12,4,Yes - broadband connection,Internet chat or instant messaging,600,600,14,24,2,3,10,50,10,3,96,1,0,6,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Friend,Environment
USA,OH,2019,12,Female,17,Right-Handed,170,26.25,163,1,Car,3,.525,46,Soccer,904,952,1000,519,0,872,24.5,Right foot,72,79,Ring finger,May,Winter,Yes,No,Breads/Sandwiches,Water,History,7,9,6,Yes - broadband connection,Myspace Facebook other social networking sites or blog,9,14,12,,,,,,,,,,,,,,,,,,
USA,CA,2019,12,Female,17,Right-Handed,153,21.5,160,1,Car,5,0.725,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2019,12,Male,17,Right-Handed,173,25,173,2,Car,10,.465,45,Golf,1000,900,1000,200,258,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KS,2019,12,Male,17,Right-Handed,177,25,185,2,Car,7,.64,37,Running/Jogging,,,,,,,25,Same length,85,80,Index finger,September,Spring,No,No,Rice/Noodle dishes,Water,Music,5,8,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,40,20,3,1,20,20,10,1,8,0.5,6,2,6,4,A lot,Graduate degree,Pop,Freeze time,Rich,Friend,Education/Youth development
USA,OH,2019,12,Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2019,12,Male,17,Right-Handed,187,11,174,2,Car,12,0.544,55,Golf,4,3,2,25,90,100,30,Right foot,8.5,8.2,Ring finger,January,Winter,Yes,No,Seafood,Energy drink,Mathematics and statistics,8,11,4,Yes - other,Text messaging,15,30,10,4,5,15,10,0,24,1,20,18,7,6,None,Graduate degree,Techno/Electronic,Fly,Rich,Business person,Religious
USA,SD,2019,9,Female,,Right-Handed,168,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2019,12,Female,18,Right-Handed,,,,,Car,,,,Soccer,,,,,,,,Right foot,,,Index finger,October,Fall,No,No,Breads/Sandwiches,Soft drink (caffeinated),Other,5,8,5,Yes - other,In person,200,200,48,2,8,8,5,1,80,80,45,90,20,3,Some,High school,Pop,Fly,Happy,Musician or singer,Religious
USA,NC,2019,11,Female,16,Left-Handed,160.0,24,151,2,Car,10,.72,,Soccer,1000,700,700,700,300,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,Right-Handed,156,21,157,1,Car,15,0.796,51,Tennis,1000,1000,900,900,800,1000,21,Same length,87,83,Index finger,April,Fall,Yes,No,Pizza/Pasta,Water,History,7,9,4,Yes - other,Text messaging,200,230,10,3,8,2,5,35,12,14,15,12,5,9,A lot,Graduate degree,Pop,Fly,Happy,Relative,Health
USA,DE,2019,12,Male,18,Right-Handed,182.8,32,68,1,Car,10,0.253,57,Football (American),100,100,100,100,100,1000,32,Same length,9,9,Same length,October,Fall,No,,Meat,Water,Social studies,6,8,3,Yes - broadband connection,In person,250,250,40,5,2,50,20,1,2,20,50,5,9,5,Some,Graduate degree,Rap/Hip hop,Fly,Rich,Sports person,Other
USA,TX,2019,10,Male,15,Right-Handed,172.7,27.94,177.8,2,Car,10,.4,37,Basketball,594,497,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,12,Female,17,Right-Handed,154.9,23.5,151,1,Car,10,0.276,33,Soccer,,,,,,,24,Right foot,65,60,Index finger,March,Spring,Yes,No,Pizza/Pasta,Water,English,4,9,4,Yes - broadband connection,Text messaging,47,52,6,,,,,,,,,,,,,,,,,,
USA,VA,2019,12,Female,18,Right-Handed,162,23.8,,1,Bus,50,.348,35,Bowling,861,684,107,107,476,1000,30,Same length,7,6,Index finger,October,Fall,No,No,Pizza/Pasta,Juice,Science,5,10,2,Yes - other,,50,322,10,6,9,4,4,7,20,14,20,20,0,3,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Other,Environment
USA,OH,2019,7,Female,13,Right-Handed,,5,9,1,Bus,13 hr,8 sec,10,Football (American),9,10,11,12,13,14,5,Left foot,8,9,Ring finger,August,Summer,Yes,Yes,Pizza/Pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2019,12,Male,16,Right-Handed,160,25,150,2,Car,10,.526,65,Baseball/Softball,900,900,100,500,200,100,72,,70,65,Index finger,June,Winter,No,Yes,Meat,Water,Mathematics and statistics,7,8,6,Yes - broadband connection,In person,3,4,10,1,1,20,5,0,20,10,20,1,0,3,A lot,Graduate degree,Other,Freeze time,Rich,Sports person,Wildlife animals
USA,RI,2019,12,Female,16,Right-Handed,162,25,162,1,Car,15,.589,45,Athletics,781,770,610,572,1000,1000,25,Same length,,,Ring finger,August,Fall,Yes,No,Seafood,Water,History,5,11,6,Yes - broadband connection,Text messaging,400,950,120,10,20,30,10,0,160,168,168,20,0,30,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Friend,Education/Youth development
USA,KS,2019,12,Female,17,Right-Handed,168,26,175,1,Car,7,.444,31,Baseball/Softball,1000,866,626,578,134,405,26,Same length,86,87,Ring finger,July,Summer,Yes,No,Desserts,Water,Languages,7,6,6,Yes - broadband connection,In person,2,5,10,1,7,3,1,1,3,2,8,10,0,3,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Health
USA,IL,2019,12,Female,17,Right-Handed,175,25,175,1,Car,13,.44,35,Other,800,800,500,400,400,1000,25,Same length,70,70,Same length,November,Spring,No,No,Fruit,Water,English,7,8.5,5,Yes - broadband connection,In person,40,50,20,2,3,2,14,0,20,10,14,14,0,2,A lot,Undergraduate degree,Rhythm and blues (R&B),Invisibility,Happy,Musician or singer,International aid
USA,WA,2019,11,Male,18,Right-Handed,182.8,31,99,2,Walk,15,0.388,31,Football (American),500,750,000,1000,200,100,30,Right foot,90,95,Ring finger,October,Spring,No,,Meat,Energy drink,Other,3,3,4,Yes - broadband connection,In person,100,80,10,4,0,0,2,0.5,5,12,32,0,0,0,A lot,High school,Rap/Hip hop,Freeze time,Rich,Musician or singer,Other
USA,MO,2019,12,Female,18,Right-Handed,157,24,157,1,Car,30,0.387,35,Gymnastics,374,374,668,668,59,882,23,Right foot,106,115,Ring finger,August,Fall,Yes,No,Other,Water,Other,6,10,5,Yes - broadband connection,Text messaging,24,21,15,3,3,8,10,0,21,21,21,0,25,3,A lot,High school,Country,Fly,Happy,Other,Wildlife animals
USA,FL,2019,11,Female,16,Right-Handed,168.3,25.5,175.2,3,Bus,20,0.38,50,Running/Jogging,100,100,100,100,1000,1000,25.5,Same length,90,85,Ring finger,April,Winter,No,Yes,Rice/Noodle dishes,Coffee,Computers and technology,2:30,0,4,Yes - other,In person,3,24,4,1,24,2,2,12,1,1,24,3,40,1,A lot,Graduate degree,,Freeze time,Rich,Business person,Arts culture sports
USA,TX,2019,4,Male,10,Right-Handed,139,10,133,1,Car,40,.425,48,Athletics,600,500,800,750,150,650,20,Left foot,60,60,Same length,September,Winter,No,No,Seafood,Water,Science,7,10,3,Yes - broadband connection,In person,0,0,72,0,150,3,120,360,0,0,480,120,0,6,Some,Graduate degree,Country,Invisibility,Healthy,Other,Environment
USA,FL,2019,11,Female,17,Right-Handed,167,26,168,2,Walk,20,0.378,60,Basketball,178,500,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,6,Male,11,Right-Handed,180,9\,150.5,1,Bus,5,.457,35,Martial Arts,300,200,100,100,500,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,DE,2019,12,Female,17,Left-Handed,157.4,22,158,1,Car,15,.47,42,Other,1000,775,1000,800,0,600,22,Same length,65,65,Ring finger,May,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,6-7,8-9,5,Yes - other,Text messaging,150,100,0,0,2,16,1,0,22,22,0,0,0,2,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Musician or singer,Health
USA,WI,2019,11,Female,16,Right-Handed,157.4,24,150,1,Car,8,0.828,60,Running/Jogging,1000,800,700,600,100,100,23,Right foot,72,75,Ring finger,August,Summer,No,No,Pizza/Pasta,Juice,Languages,7,8,6,Yes - other,Internet chat or instant messaging,10,16,30,4,3,2,4,0,50,10,60,5,15,2,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Teacher,Environment
USA,IN,2019,11,Female,17,Right-Handed,159,,,1,Car,20,0.364,42,Walking/Hiking,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildlife animals
USA,NJ,2019,12,Female,17,Right-Handed,172,24,164,2,Walk,0,0.83,43,Hockey (Field),600,800,800,800,500,700,24,Same length,70,68,Index finger,November,Summer,No,No,Fruit,Water,Physical education,7,10,6,Yes - other,Text messaging,30,50,70,40,14,10,14,0,30,6,50,0,0,5,Some,Graduate degree,Pop,Freeze time,Happy,Business person,International aid
USA,OR,2019,10,Female,15,Ambidextrous,172,261/2,168,1,Car,5,0.224,55,Other,10000,500,200,200,100,100,26,Right foot,70,70,Same length,February,Spring,No,No,Fruit,Coffee,Other,7,8,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,7,9,4,1,1,5,4,0,7,2,2,4,2,2,A lot,Some college,Rap/Hip hop,Telepathy,Happy,Business person,International aid
USA,NC,2019,12,Male,17,Ambidextrous,180,30,185,2,Car,10,.585,52,Basketball,1000,1000,1000,1000,800,900,30,Same length,76.2,78.4,Ring finger,December,Summer,No,No,Desserts,Water,Science,7,9,3,Yes - other,Cell phone,7,7,8,7,20,20,18,0,0,35,23,6,0,4,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Doctor or nurse,International aid
USA,WI,2019,12,Male,17,Right-Handed,185,,180,1,Car,4,.27,31,Baseball/Softball,,,,,,,,,72,74,Ring finger,April,Summer,No,No,Meat,Water,Mathematics and statistics,7,9,3,Yes - broadband connection,In person,50,50,6,0,6,4,18,4,2,4,2,3,4,1,Very little,Undergraduate degree,Country,Freeze time,Happy,Relative,Health
USA,CA,2019,12,Female,17,Right-Handed,170,23,153,1,Walk,3,0.9,60,Dancing,1,4,2,3,6,5,23,Same length,75,75,Same length,March,Winter,No,No,Other,Water,History,7,9,4,Yes - broadband connection,Text messaging,6,9,10,1,11,12,3,0,10,2,15,5,0,5,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,International aid
USA,OH,2019,12,Female,17,Left-Handed,173,22,,1,Car,6,0.45,32,Dancing,900,900,900,500,1000,1000,22,Same length,80,80,Index finger,April,Summer,Yes,No,Pizza/Pasta,Water,Art,6,9,10,Yes - broadband connection,Internet chat or instant messaging,100,200,20,1,1,3,0,0,4,5,10,3,16,2,Very little,Graduate degree,Other,Telepathy,Happy,Doctor or nurse,Other
