Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Dotion
USA,OR,2019,10,Female,17,Right-Handed,167,23,165,1,Car,30,0.5,32,Baseball/Softball,100,700,800,500,0,800,23,Same length,80.5,80,Index finger,January,Fall,Yes,No,Rice/Noodle dishes,Water,Other,7,10,3,Yes - broadband connection,Internet chat or instant messaging,100,100,10,2,15,1,1,0,8,2,10,3,20,5,A lot,Graduate degree,Other,Freeze time,Healthy,Friend,Other
USA,OR,2019,10,Male,175,Right-Handed,175,26,180,1,Car,3,0.523,43,Swimming,600,800,700,500,400,500,26,Same length,104,103,Index finger,Setember,Fall,Yes,No,Pizza/Pasta,Water,Science,7,8,6,Yes - broadband connection,Cell phone,300,330,10,3,6,12,11,2,12,15,15,9,9,5,A lot,Graduate degree,Rock and roll,Fly,Healthy,Sorts erson,Education/Youth develoment
USA,OR,2019,10,Male,17,Right-Handed,168,26,168,1,Car,12,0.6,45,Football (American),900,700,200,650,100,300,26,Same length,85,88,Ring finger,July,Winter,No,No,Meat,Water,History,6,9,4,Yes - broadband connection,Text messaging,6,8,14,1,0,4,5,11,2,6,9,4,5,5,A lot,Some college,Rock and roll,Freeze time,Rich,Relative,Environment
USA,OR,2019,10,Male,16,Right-Handed,180,28,183,2,Skateboard/Scooter/Rollerblade,7,0.734,45,Other,7500,7500,7500,7500,7500,7500,28,Same length,75,80,Ring finger,Aril,Fall,Yes,No,Meat,Water,Music,7,7,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,31,40,7,1,3,4,18,12,4,1,8,1,5,5,A lot,Other,Other,Freeze time,Hay,Musician or singer,Other
USA,OR,2019,10,Female,15,Right-Handed,169,25,69,1,Bus,20,0.699,45,Baseball/Softball,985,800,400,789,900,950,24,Right foot,6.9,7.2,Ring finger,June,Sring,Yes,No,Fruit,Water,History,7,9,4,Yes - broadband connection,Text messaging,60,68,4,3,5,3,1,2,4,4,3,2,1,5,Some,Other,Other,Telepathy,Rich,Religious figure,Environment
USA,OR,2019,9,Female,16,Right-Handed,150,21.6,149,1,Car,7,0.898,63,Basketball,70,90,30,30,40,90,21,Right foot,70,80,,Aril,Summer,Yes,No,Salads,Water,Other,8,11,9,Yes - other,Cell phone,5,8,77,5,1,4,2,2,88,20,100,88,0,5,A lot,Some college,Ra/Hi ho,Invisibility,Rich,Other,Wildlife animals
USA,OR,2019,10,Male,15,Right-Handed,181,29,87,1,Walk,20,0.61,51,None,500,500,50,50,1000,950,29,Same length,9,11,Ring finger,July,Summer,No,No,Pizza/Pasta,Soft drink (caffeited),History,7,12,4,Yes - broadband connection,Internet chat or instant messaging,0,1,10,0,5,2,0,39,1,0,39,39,0,5,A lot,Graduate degree,Other,Freeze time,Rich,Other,Health
USA,OR,2019,10,Male,14,Right-Handed,182,25,175,1,Car,5,0.64,65,Basketball,,,,,,,25,Same length,90,95,Ring finger,Setember,Winter,Yes,No,Other,Soft drink (caffeited),Physical education,6,7,6,Yes - broadband connection,Internet chat or instant messaging,100,50,15,0.25,1,30,20,15,25,25,50,20,0,5,Some,Graduate degree,Ra/Hi ho,Freeze time,Rich,Sorts erson,Health
USA,OR,2019,10,Male,15,Right-Handed,,27,179,1,Car,25,0.75,49,Other,1000,700,500,500,200,1000,27,Same length,,,,December,Winter,Yes,No,Meat,Water,Music,7,8,5,Yes - broadband connection,Text messaging,500,500,20,0,10,2,12,40,4,15,15,8,0,5,A lot,Graduate degree,Other,Fly,Hay,Musician or singer,Religious
USA,OR,2019,10,Female,15,Right-Handed,71,25,163,2,Car,15,0.737,56,Dancing,400,500,600,700,800,900,26,Left foot,91,90,Index finger,Setember,Fall,No,No,No favorite,Water,Languages,8,8,4,Yes - other,Myspace Facebook other social networking sites or blog,3,3,15,5,5,0,0,0,6,6,6,5,0,5,Some,Some college,Country,Telepathy,Rich,Friend,Education/Youth develoment
USA,OR,2019,10,Female,15,Right-Handed,164,26,164,2,Car,20,0.117,47,Swimming,1000,1000,300,300,700,1000,26,Same length,78,70,Ring finger,March,Summer,Yes,No,Breads/Sandwiches,Milk,Physical education,8,10,5,Yes - other,Text messaging,1000,1000,10,4,5,10,10,1,0,30,30,4,0,5,A lot,Some college,Ra/Hi ho,Invisibility,Rich,Teacher,Environment
USA,OR,2019,10,Female,15,Right-Handed,74,35,177.5,2,Car,14,0.698,62,Basketball,700,550,890,900,200,1000,35,Same length,10,10,Same length,June,Summer,No,,Rice/Noodle dishes,Water,Physical education,6,8,3,Yes - other,In person,15,10,5,1,7,15,5,0,20,5,3,3,0,5,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Hay,Relative,Health
USA,OR,2019,10,Female,15,Right-Handed,74,35,177.5,2,Car,14,0.698,62,Basketball,700,550,890,900,200,1000,35,Same length,10,10,Same length,June,Summer,No,,Rice/Noodle dishes,Water,Physical education,6,8,3,Yes - other,In person,15,10,5,1,7,15,5,0,20,5,3,3,0,5,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Hay,Relative,Health
USA,OR,2019,10,Male,16,Right-Handed,163,23.5,162.5,2,Car,18,0.392,48,Dancing,987,987,987,986,500,765,23.4,Right foot,85,89,Ring finger,May,Fall,No,Yes,Rice/Noodle dishes,Coffee,Art,4,6,11,Yes - broadband connection,Text messaging,30,32,12,1,20,5,2,1,0,6,6,2,0,5,Some,Some college,Other,Invisibility,Hay,Musician or singer,Arts culture sorts
USA,OR,2019,8,Female,13,Ambidextrous,161,24,161,2,Bus,30,0.449,41,Other,50,60,990,80,10000,10000,23,Right foot,8,8,,December,Winter,Yes,No,Fruit,Milk,Physical education,7,6,4,Yes - other,Text messaging,84,84,6,1,8,9,14,0,4,5,10,0,0,5,A lot,Graduate degree,Other,Invisibility,Hay,Religious figure,Religious
USA,OR,2019,10,Female,15,Right-Handed,160,17,158,2,Walk,15,0.813,44,Dancing,1000,1000,1000,1000,10,10,17,Right foot,68,66,Index finger,May,Fall,Yes,Yes,Fruit,Water,English,6,5,1,Yes - other,Myspace Facebook other social networking sites or blog,1,10,18,4,15,3,18,0,3,1,5,0,0,5,Some,Graduate degree,Po,Fly,Hay,Other,Environment
USA,OR,2019,10,Male,17,Right-Handed,182,29,,1,Car,15,0.791,36,Baseball/Softball,500,800,800,800,600,950,30,Left foot,9.5,8.5,Index finger,August,Summer,Yes,No,No favorite,Water,Mathematics and statistics,5,10,6,Yes - broadband connection,Myspace Facebook other social networking sites or blog,5,4,10,1,14,20,0,10,20,0,20,5,25,4,Very little,Graduate degree,Po,Freeze time,Rich,Relative,Wildlife animals
USA,OR,2019,10,Male,17,Right-Handed,177,10,177,1,Car,20,0.3,35,Athletics,700,700,100,700,500,600,10,Same length,5,5,Same length,June,Fall,Yes,No,Meat,Water,History,7,9,5,Yes - broadband connection,In person,16,30,5,1,15,7,5,10,0,1,3,2,12,4,A lot,Graduate degree,Rock and roll,Telepathy,Hay,Teacher,Intertiol aid
USA,OR,2019,10,Male,18,Left-Handed,177,26,177,1,Car,20,0.699,39,Soccer,600,500,650,550,200,900,26,Same length,96,105,Ring finger,August,Summer,No,No,Seafood,Juice,Mathematics and statistics,7,9,5,Yes - broadband connection,Text messaging,10,10,10,1,10,2,12,1,3,2,24,1,4,4,A lot,Graduate degree,Ra/Hi ho,Telepathy,Hay,Relative,Environment
USA,OR,2019,10,Female,15,Right-Handed,172,24,171,1,Car,10,0.583,45,Baseball/Softball,900,900,800,800,700,600,24,Same length,14,16,Ring finger,May,Fall,No,No,Rice/Noodle dishes,Water,Physical education,9,10,4,Yes - other,Text messaging,15,10,6,1,2,7,10,1,3,2,2,2,2,4,Some,Graduate degree,Rock and roll,Freeze time,Healthy,Relative,Wildlife animals
USA,OR,2019,10,Female,15,Right-Handed,172,24,171,1,Car,10,0.583,45,Baseball/Softball,900,900,800,800,700,600,24,Same length,14,16,Ring finger,May,Fall,No,No,Rice/Noodle dishes,Water,Physical education,9,10,4,Yes - other,Text messaging,15,10,6,1,2,7,10,1,3,2,2,2,2,4,Some,Graduate degree,Rock and roll,Freeze time,Healthy,Relative,Wildlife animals
USA,OR,2019,10,Female,15,Right-Handed,151,21,157,1,Walk,20,0.737,42,Running/Jogging,45,1000,100,500,200,650,21,Same length,8.5,9,Ring finger,December,Fall,No,No,Meat,Water,Physical education,8.5,6.5,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,50,60,8,1,2,7,7,1,8,3,7,3,1,4,Some,Some college,Other,Telepathy,Healthy,Relative,Wildlife animals
USA,OR,2019,9,Male,14,Right-Handed,180,27,180,3,Bus,15,0.345,45,Football (American),500,1000,500,1000,0,1000,27,Same length,85,70,Index finger,March,Sring,Yes,No,Seafood,Water,Mathematics and statistics,9,4,3,Yes - other,In person,100,100,13,1,100,150,15,5,9,150,150,15,0,4,A lot,Graduate degree,Heavy metal,Freeze time,Hay,Relative,Environment
USA,OR,2019,10,Female,15,Right-Handed,69,26.5,169,1,Car,13,0.764,64,Basketball,700,700,800,500,800,900,25.5,Right foot,9,9.5,Ring finger,June,Summer,No,No,Rice/Noodle dishes,Juice,Physical education,7,9,6,Yes - broadband connection,In person,60,60,35,20,6,14,7,1,21,20,2,14,0,4,Very little,Graduate degree,Ra/Hi ho,Telepathy,Hay,Friend,Environment
USA,OR,2019,8,Female,13,Right-Handed,172,28,173,4,Car,50,0.61,35,Swimming,999,999,700,565,800,990,28.5,Left foot,7.4,8.9,Ring finger,March,Winter,Yes,No,Desserts,Water,Mathematics and statistics,6.5,12,3,Yes - broadband connection,In person,25,30,7,4,4,4,5,2,4.5,2,2,11,0,4,Some,Graduate degree,Punk rock,Telepathy,Hay,Other,Wildlife animals
USA,OR,2019,10,Male,15,Right-Handed,163,24,168,1,Bus,30,0.693,47,Soccer,900,850,700,700,750,900,24,Same length,90,105,Ring finger,July,Summer,No,No,Rice/Noodle dishes,Water,Comuters and technology,7,8,3,Yes - broadband connection,Text messaging,20,30,4,7,6,5,10,5,4,3,7,10,0,4,Some,High school,Heavy metal,Invisibility,Hay,Relative,Wildlife animals
USA,OR,2019,10,Female,15,Left-Handed,162,23,166,1,Bus,28,0.43,42,Athletics,100,1000,982,1000,0,450,24,Left foot,90,95,Ring finger,December,Fall,No,No,Salads,Water,Science,7,9,7,Yes - other,Text messaging,8,8,4,2,6,14,8,0,8,12,14,4,0,4,Some,Graduate degree,Po,Telepathy,Healthy,Musician or singer,Education/Youth develoment
USA,OR,2019,10,Female,16,Right-Handed,154.5,23.5,163,1,Car,10,0.715,52,Dancing,500,950,150,700,50,900,23,Right foot,82,80,Index finger,March,Sring,No,No,Rice/Noodle dishes,Water,Languages,6,9,4,Yes - broadband connection,In person,1,2,0.3,0.25,3,10,1,4.5,0,0.2,21,2,0,4,Some,High school,Po,Telepathy,Hay,Relative,Other
USA,OR,2019,10,Female,16,Right-Handed,161,26,156,1,Car,10,0.761,76,Walking/Hiking,1000,1000,900,1000,300,500,27,Left foot,81,71,Index finger,Setember,Fall,Yes,No,Sous,Water,History,8,10,5,Yes - other,Cell phone,40,1,3,1,2,4,6,0,8,10,6,1,0,4,A lot,Graduate degree,Country,Telepathy,Hay,Other,Wildlife animals
USA,OR,2019,10,Female,16,Right-Handed,161,26,156,1,Car,10,0.761,76,Walking/Hiking,1000,1000,900,1000,300,500,27,Left foot,81,71,Index finger,Setember,Fall,Yes,No,Sous,Water,History,8,10,5,Yes - other,Cell phone,40,1,3,1,2,4,6,0,8,10,6,1,0,4,A lot,Graduate degree,Country,Telepathy,Hay,Other,Wildlife animals
USA,OR,2019,10,Female,15,Right-Handed,71,25,171,1,Car,10,0.751,60,Skateboarding/Rollerblading,1000,999,650,870,200,100,24,Right foot,90,100,Ring finger,May,Fall,No,No,Rice/Noodle dishes,Soft drink (caffeited),Science,5.5,3,4,Yes - other,Myspace Facebook other social networking sites or blog,100,100,20,5,6,15,2,0,25,25,0,0,0,4,Some,High school,Country,Telepathy,Hay,Relative,Intertiol aid
USA,OR,2019,10,Female,17,Right-Handed,174,30,169,2,Car,10,0.426,32,Gymstics,300,200,500,500,700,1000,30,Same length,85,85,Same length,March,Fall,No,No,Fruit,Water,Music,6,12,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,300,300,40,10,1,0,20,5,168,168,168,40,100,3,Some,High school,Po,Fly,Rich,Doctor or nurse,Education/Youth develoment
USA,OR,2019,10,Female,17,Right-Handed,170,25,178,1,Car,12,0.501,55,Basketball,700,900,800,600,500,300,25,Same length,90,100,Ring finger,May,Sring,Yes,No,Seafood,Water,Science,8,9,5,Yes - broadband connection,In person,3,4,2,3,6,1,15,0,3,1,8,16,15,3,Very little,Graduate degree,Country,Telepathy,Hay,Relative,Intertiol aid
USA,OR,2019,10,Male,17,Right-Handed,175,25.7,165,2,Walk,10,0.449,35,Skateboarding/Rollerblading,950,800,750,800,500,650,25.7,Same length,110,100,Index finger,Setember,Winter,Yes,No,Seafood,Water,Art,7,10,5,Yes - other,Text messaging,30,35,6,7,12,6,5,7,1,3,6,5,15,3,Some,Graduate degree,Punk rock,Freeze time,Hay,Musician or singer,Arts culture sorts
USA,OR,2019,10,Female,17,Right-Handed,158,23,159,1,Car,10,0.71,37,Baseball/Softball,500,800,700,400,20,100,23,Same length,77,76,Index finger,July,Summer,No,No,Breads/Sandwiches,Soft drink (caffeited),Physical education,7,12,6,Yes - other,Myspace Facebook other social networking sites or blog,100,120,10,5,7,9,2,1,9,10,8,8,10,3,A lot,Some college,Country,Telepathy,Rich,Relative,Wildlife animals
USA,OR,2019,10,Male,17,Right-Handed,170,26,173,1,Car,15,0.157,52,Baseball/Softball,500,800,300,500,800,900,26,Same length,105,111,Ring finger,March,Winter,Yes,No,Meat,Water,Mathematics and statistics,5,10,4,Yes - broadband connection,Cell phone,10,10,2,1,7,3,12,1,3,1,4,6,8,3,A lot,Graduate degree,Other,Freeze time,Hay,Relative,Religious
USA,OR,2019,10,Female,16,Ambidextrous,169,23,170,3,Car,18,0.633,61,Running/Jogging,700,700,700,700,400,700,23,Same length,8.5,9,Index finger,July,Summer,Yes,Yes,Rice/Noodle dishes,Water,Mathematics and statistics,3,5,2,Yes - other,In person,90,276,5,3,16,2,10,0,3,1,0,0,8,3,Some,Graduate degree,Other,Super strength,Hay,Relative,Intertiol aid
USA,OR,2019,10,Male,17,Right-Handed,180,26,177,2,Car,16,0.654,49,Baseball/Softball,600,400,200,600,700,1000,27,Left foot,24,28,Ring finger,May,Sring,Yes,No,Meat,Milk,Mathematics and statistics,7,9,3,Yes - broadband connection,Text messaging,30,40,5,5,5,6,5,4,7,7,3,5,3,3,A lot,Undergraduate degree,Ra/Hi ho,Freeze time,Rich,Business erson,Religious
USA,OR,2019,8,Male,14,Right-Handed,180,28,185,1,Bus,20,0.479,62,Martial Arts,100,90,100,90,10,20,28,Same length,90,80,Index finger,December,Summer,Yes,No,Seafood,Water,English,6,10,4,Yes - other,In person,20,294,30,1,20,20,30,0,12,20,20,10,2,3,A lot,Undergraduate degree,Rhythm and blues (R&B),Telepathy,Hay,Relative,Wildlife animals
USA,OR,2019,10,Male,17,Right-Handed,180,28,186,1,Boat,10000,0.03,24,Skateboarding/Rollerblading,300,300,300,300,800,900,28,Same length,69,420,Same length,December,Winter,No,No,Meat,Water,Physical education,5,9,2,Yes - broadband connection,Myspace Facebook other social networking sites or blog,90,100,70,1,0,1,7,10,90,50,80,1,2,3,A lot,High school,Ra/Hi ho,Fly,Hay,Musician or singer,Wildlife animals
USA,OR,2019,10,Female,17,Right-Handed,163,23.5,106,1,Car,6,0.68,44,Athletics,800,700,500,500,495,901,23.5,Same length,90,80,Index finger,May,Summer,No,No,Meat,Water,English,6,7,4,Yes - other,In person,30,30,10,4,8,4,12,0,0,5,20,6,1,3,A lot,Graduate degree,Po,Freeze time,Hay,Relative,Environment
USA,OR,2019,10,Female,17,Right-Handed,175,25,177,1,Car,1,0.437,49,Other,500,750,500,600,500,500,25,Same length,79,75,Index finger,November,Fall,Yes,No,Fruit,Water,History,8,7,6,Yes - other,In person,5,6,11,1,6,4,15,0,2,1,2,5,1,3,Some,Graduate degree,Country,Fly,Hay,Relative,Education/Youth develoment
USA,OR,2019,10,Female,15,Right-Handed,153.5,20.5,49,1,Walk,25,0.21,50,Other,1000,800,500,600,20,20,21.5,Left foot,8,7.5,Index finger,July,Fall,Yes,No,Poultry,Water,Music,7,9,2,Yes - other,In person,3,8,3,6,3,2,34,1,2,1,1,1,1,3,A lot,Graduate degree,Jazz,Telepathy,Hay,Teacher,Intertiol aid
USA,OR,2019,9,Female,15,Right-Handed,160,24.1,149,1,Bus,21,0.559,56,Basketball,840,866,200,200,1000,1000,23,Right foot,6,5,Ring finger,March,Summer,No,No,No favorite,Water,Other,8,43686,5,Yes - other,Text messaging,10,1,3,1,1,3,7,1,1,9,9,11,0,3,Some,Some college,Country,Invisibility,Rich,Other,Health
USA,OR,2019,12,Male,15,Ambidextrous,166.3,23,165,1,Car,13,0.519,45,Skateboarding/Rollerblading,749,733,818,749,390,529,23,Same length,65,65,Same length,March,Sring,No,No,Breads/Sandwiches,Water,Art,9,9,5,Yes - other,Text messaging,6,10,72,3,0,4,1,3,6,10,70,10,0,3,Some,Graduate degree,Other,Fly,Hay,Other,Wildlife animals
USA,OR,2019,9,Male,14,Right-Handed,170,26,74,1.5,Car,2,0.442,34,Bowling,0,1000,701,631,807,813,26,Same length,60,80,Ring finger,Aril,Winter,Yes,No,Meat,Water,Art,7,9,5,Yes - other,In person,40,30,22,0,4,30,0,40,0,2,14,8,0,3,A lot,Some college,Rock and roll,,Hay,Other,Religious
USA,OR,2019,10,Female,15,Right-Handed,156,22,153,2,Walk,10,0.71,47,Martial Arts,999,999,777,888,459,400,22,Same length,80,90,Ring finger,February,Fall,No,No,No favorite,Water,Art,7,6,5,Yes - other,Cell phone,1000,1000,40,20,3,2,3,1,89,2,86,6,0,3,Some,Graduate degree,Other,Freeze time,Hay,Other,Other
USA,OR,2019,11,Female,17,Right-Handed,163.5,21,68,1,Walk,2,0.42,52,Other,1000,508,513,519,0,0,22,Left foot,90,75,Index finger,Setember,Fall,No,No,No favorite,Water,Mathematics and statistics,9.5,8,4,Yes - broadband connection,In person,0,0,32,0,6,14,14,0,0,0,0,5,0,3,None,Graduate degree,Country,Fly,Hay,Teacher,Education/Youth develoment
USA,OR,2019,10,Female,16,Right-Handed,54,22,44,1,Car,8,0.232,55,Other,500,600,600,550,700,800,22,Same length,60,67,Ring finger,August,Summer,Yes,Yes,Pizza/Pasta,Water,Mathematics and statistics,6,7,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,19,17,4,8,16,1,19,8,12,1,16,4,0,3,A lot,Graduate degree,Po,Super strength,Hay,Coach or club leader,Intertiol aid
USA,OR,2019,8,Male,13,Right-Handed,184,30,184,3,Car,50,0.432,51,Basketball,1000,1000,337,1000,0,0,30,Same length,80,90,Ring finger,March,Winter,No,No,Desserts,Milk,Science,7,12,4,Yes - broadband connection,Cell phone,6,4,38,1.5,12,14,7,3,30,1,31,3,0,3,Some,Other,Rock and roll,Freeze time,Hay,Friend,Education/Youth develoment
USA,OR,2019,10,Female,17,Right-Handed,166,23,165,2,Car,10,0.784,76,Running/Jogging,1000,1000,1000,900,200,300,22,Right foot,85,80,Index finger,July,Fall,Yes,No,Pizza/Pasta,Water,English,5,10,5,Yes - other,In person,10,5,12,1,18,4,13,0,6,2,4,1,0,3,A lot,Some college,Po,Freeze time,Hay,Coach or club leader,Intertiol aid
USA,OR,2019,12,Female,17,Right-Handed,168,26,170,4,Car,6,0.453,55,Dancing,600,700,200,500,950,970,26,Same length,8.4,8.6,Ring finger,Aril,Summer,Yes,No,Breads/Sandwiches,Water,Music,7,11,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,7,9,30,1,3,0,1,4,20,8,40,0,0,3,Some,Graduate degree,Other,Super strength,Hay,Business erson,Education/Youth develoment
USA,OR,2019,10,Female,16,Right-Handed,171,23,73,1,Car,15,0.387,44,Other,800,800,200,200,300,900,24,Left foot,90,95,Ring finger,Aril,Sring,Yes,No,Desserts,Soft drink (non-caffeited),Mathematics and statistics,7,10,11,Yes - other,Text messaging,5,4,2,0,5,6,18,2,0,1,5,0,0,3,A lot,Graduate degree,Po,Telepathy,Hay,Relative,Health
USA,OR,2019,10,Female,16,Right-Handed,171,23,73,1,Car,15,0.387,44,Other,800,800,200,200,300,900,24,Left foot,90,95,Ring finger,Aril,Sring,Yes,No,Desserts,Soft drink (non-caffeited),Mathematics and statistics,7,10,11,Yes - other,Text messaging,5,4,2,0,5,6,18,2,0,1,5,0,0,3,A lot,Graduate degree,Po,Telepathy,Hay,Relative,Health
USA,OR,2019,10,Female,15,Right-Handed,158,25,155,2,Walk,4,0.698,64,Soccer,10,9,5,9,3,9,25,Same length,90,95,Ring finger,August,Fall,Yes,No,Rice/Noodle dishes,Water,Other,5,9,5,Yes - other,Text messaging,20,25,3,1,3,3,1,4,3,3,1,0,0,3,A lot,High school,Ra/Hi ho,Fly,Rich,Relative,Wildlife animals
USA,OR,2019,10,Female,17,Right-Handed,167,24,174,1,Car,10,0.717,42,Other,1000,1000,1000,1000,60,500,25,Left foot,73,74,Ring finger,October,Fall,No,No,No favorite,Tea,Music,6,8,3,Yes - other,Text messaging,10,10,28,1,40,2,30,1,1,2,1,0,0,3,A lot,Graduate degree,Jazz,Freeze time,Hay,Teacher,Arts culture sorts
USA,OR,2019,10,Male,15,Right-Handed,174,27,179,1,Car,6,0.67,54,Other,713,616,872,615,72,814,27,Same length,102,107,Index finger,Aril,Fall,No,No,Pizza/Pasta,Water,Science,7,8,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,100,140,5,1,3,18,18,20,24,1,1,0,0,3,Very little,Other,Po,Freeze time,Hay,Relative,Health
USA,OR,2019,9,Male,31,Ambidextrous,172,25,170,1,,12,0.373,35,Other,500,500,500,500,600,600,26,Left foot,88,80,Index finger,Aril,Summer,Yes,No,Vegetables,Water,Science,7,7,4,Yes - broadband connection,Text messaging,11,6,2,0,0,30,0,15,2,2,10,0,65,2,A lot,Graduate degree,Heavy metal,Freeze time,Hay,Religious figure,Religious
USA,OR,2019,10,Female,17,Right-Handed,165.1,23.8,164,2,Car,18,0.734,42,Soccer,600,700,300,200,800,900,23.5,Right foot,150,163,Ring finger,February,Summer,No,No,Pizza/Pasta,Water,Science,6,4,3,Yes - broadband connection,In person,17,25,30,0,5,3,20,0,15,5,3,2,24,2,A lot,Graduate degree,Other,Freeze time,Hay,Sorts erson,Environment
USA,OR,2019,10,Male,18,Right-Handed,193,24,189,2,Car,11,,,Bowling,1000,578,977,687,246,458,23,Right foot,8,9.5,Ring finger,Setember,Winter,No,Yes,Vegetables,Water,English,9,10,4,Yes - broadband connection,Internet chat or instant messaging,9,14,4,1,7,2,9,0,2,1,1,4,22,2,Some,Graduate degree,Country,Telepathy,Hay,Coach or club leader,Environment
USA,OR,2019,10,Female,16,Right-Handed,167,23,169,1,Car,5,0.674,51,Other,400,500,600,300,200,500,23,,80,75,Ring finger,December,Fall,No,No,No favorite,Water,Other,5,5,13,Yes - other,Text messaging,200,200,4,9,2,10,6,0,7,13,3,1,16,2,Some,Less than high school,Other,Telepathy,Hay,Relative,Wildlife animals
USA,OR,2019,10,Female,17,Right-Handed,167,23,170,1,Car,15,0.763,62,Gymstics,500,700,600,500,300,300,23,Same length,8,8,Same length,August,Fall,No,No,Meat,Water,Physical education,6,9,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,6,10,7,1,10,5,2,1,3,3,3,0,15,2,A lot,Graduate degree,Ra/Hi ho,Freeze time,Hay,Other,Health
USA,OR,2019,10,Male,16,Ambidextrous,175,27,176,1,Car,10,0.61,46,Basketball,800,600,300,500,450,600,27,Same length,91,95,Ring finger,January,Winter,Yes,No,Meat,Soft drink (non-caffeited),Physical education,5,10,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,428,552,10,7,5,18,6,40,20,15,40,8,14,2,Some,Graduate degree,Country,Invisibility,Hay,Other,Environment
USA,OR,2019,10,Female,18,Right-Handed,165,24,172,1,Car,7,0.69,0.45,Other,1000,1000,70,450,90,1000,23,Right foot,80,75,Index finger,October,Fall,Yes,No,Fruit,Coffee,History,6,8,3,Yes - other,Myspace Facebook other social networking sites or blog,50,60,8,25,2,6,0,0,3,1,24,4,8,2,A lot,Graduate degree,Country,Invisibility,Hay,Musician or singer,Environment
USA,OR,2019,10,Female,17,Left-Handed,164,24,165,1,Car,8,0.491,41,Soccer,1000,1000,800,200,500,1000,25,Left foot,100,100,Same length,December,Winter,No,No,Fruit,Water,English,5,8,3,Yes - other,Myspace Facebook other social networking sites or blog,5,10,12,1,3,12,12,2,4,1,10,4,8,2,Very little,Graduate degree,Rhythm and blues (R&B),Invisibility,Hay,Relative,Environment
USA,OR,2019,10,Female,17,Left-Handed,164,24,165,1,Car,8,0.491,41,Soccer,1000,1000,800,200,500,1000,25,Left foot,100,100,Same length,December,Winter,No,No,Fruit,Water,English,5,8,3,Yes - other,Myspace Facebook other social networking sites or blog,5,10,12,1,3,12,12,2,4,1,10,4,8,2,,,,,,,
USA,OR,2019,10,Male,15,Right-Handed,172,26,171,1,Bus,30,0.58,68,Running/Jogging,900,900,700,500,800,800,25,Right foot,95,98,Ring finger,March,Fall,No,No,Meat,Water,Other,7,9,4,Yes - broadband connection,Text messaging,180,190,7,2,0.5,10,3,9,20,24,12,1,8,2,,,,,,,
USA,OR,2019,10,Male,15,Right-Handed,172,26,171,1,Bus,30,0.58,68,Running/Jogging,900,900,700,500,800,800,25,Right foot,95,98,Ring finger,March,Fall,No,No,Meat,Water,Other,7,9,4,Yes - broadband connection,Text messaging,180,190,7,2,0.5,10,3,9,20,24,12,1,8,2,,,,,,,
USA,OR,2019,10,Male,15,Right-Handed,172,26,171,1,Bus,30,0.58,68,Running/Jogging,900,900,700,500,800,800,25,Right foot,95,98,Ring finger,March,Fall,No,No,Meat,Water,Other,7,9,4,Yes - broadband connection,Text messaging,180,190,7,2,0.5,10,3,9,20,24,12,1,8,2,,,,,,,
USA,OR,2019,10,Male,16,Right-Handed,171,26,168,1,Car,5,6.4,44,Running/Jogging,877,799,666,789,1000,1000,26,Same length,7,8,Index finger,January,Winter,Yes,No,Pizza/Pasta,Water,Science,6,9,4,No internet connection,Internet chat or instant messaging,20,20,14,0.4,10,1,14,10,10,10,30,10,6,2,A lot,Graduate degree,Rock and roll,Freeze time,Rich,Friend,Education/Youth develoment
