Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation,School
USA,OR,2017,12,Male,16,Ambidextrous,178,28,185.5,2,Car,10,0.3,38,Walking/Hiking,900,900,900,900,500,800,27,Right foot,83,85,Index finger,October,Winter,Yes,No,Pizza/Pasta,Water,Languages,7,9,6,Yes - broadband connection,In person,2,3,3,0,20,8,2,0,2,2,12,2,0,3,A lot,Graduate degree,Classical,Freeze time,Healthy,Doctor or nurse,Health,high
USA,OR,2017,11,Female,16,Right-Handed,160,24,162.5,2,Walk,0.25,0.468,32,Basketball,1000,1000,1000,1000,781,930,24.5,Left foot,78,80,Ring finger,July,Spring,Yes,No,Vegetables,Water,Science,7,8,16,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,15,3,12,18,5,8,1,7,1,20,4,4,2.5,Some,Other,Classical,Freeze time,Healthy,Community leader or elder,International aid,high
USA,OR,2017,12,Female,17,Right-Handed,166,26.5,173,1,Bus,10,0.404,44,Bowling,679,444,599,524,791,909,25.5,Right foot,185,180,Index finger,February,Spring,No,No,Desserts,Soft drink (caffeinated),English,6,8,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,0,8,1,3,3,1,2,56,0,20,15,20,2,Very little,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Business person,Education/Youth development,high
USA,OR,2017,11,Male,17,Right-Handed,184,26,188,2,Walk,1,0.482,41,Bowling,600,600,1000,1000,700,900,27,Left foot,10.5,11.6,Ring finger,August,Summer,No,No,Other,Energy drink,Mathematics and statistics,7,10,16,Yes - broadband connection,Text messaging,5,2,6,0.5,3,2,2,10,10,10,24,12,0,2,Very little,Some college,Techno/Electronic,Invisibility,Healthy,Relative,Environment,high
USA,OR,2017,12,Female,17,Left-Handed,165.1,22.86,165.1,1,Car,5,0.378,40,Tennis,1000,800,1000,1000,700,900,22.86,,80,69,Ring finger,November,Fall,No,No,Desserts,Water,Science,8,8,4,Yes - broadband connection,Text messaging,150,150,65,0.5,5,2,11,0,4,3,2,7,0,2,Some,Graduate degree,Country,Fly,Healthy,Relative,Health,high
USA,OR,2017,12,Female,17,Right-Handed,157,23,160,2,Car,6,0.374,44,Tennis,740,750,770,1000,200,200,23,Same length,84,78,Index finger,November,Spring,No,No,Meat,Soft drink (non-caffeinated),Mathematics and statistics,9,11,5,Yes - broadband connection,Cell phone,4,7,4,5,9,24,4,2,3,2,6,6,0,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Relative,"Wildlife, animals",high
USA,OR,2016,12,Male,18,Left-Handed,177.8,25,178,2,Car,5,0.645,46,Rowing,610,2030,1560,695,200,400,23.8,Right foot,82,79,Index finger,October,Summer,Yes,Yes,Rice/Noodle dishes,,Music,5,3,3,Yes - broadband connection,Text messaging,85,100,6,0.5,7,4,10,1,3,2,1,6,5,2,A lot,Graduate degree,Other,Fly,Healthy,Other,Health,high
USA,OR,2017,12,Female,17,Left-Handed,170,25,170,1,Car,10,0.412,46,Other,701,567,743,636,59,380,24,Left foot,70,75,Ring finger,June,Fall,No,No,Rice/Noodle dishes,Water,Geography,7,8,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",3,5,12,4,5,3,11,0,15,8,18,5,8,2,Some,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Relative,International aid,high
USA,OR,2017,12,Female,17,Right-Handed,175.3,24,175,1,Car,7,0.586,66,Dancing,70,75,60,50,70,70,24.2,Left foot,70,74,Ring finger,April,Spring,Yes,No,Desserts,Water,,7,10,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",30,15,5,0.2,20,1,0,0,25,1,20,4,0,2,A lot,Graduate degree,Pop,Fly,Healthy,Relative,International aid,high
USA,OR,2014,12,Female,17,Right-Handed,172,27,173,2,Car,10,0.039,30,Walking/Hiking,840,690,733,743,219,32,27,Same length,80,70,Index finger,June,Fall,No,No,Pizza/Pasta,Water,Mathematics and statistics,7,10,3,Yes - broadband connection,Text messaging,50,60,7,2,6,10,1,3,15,10,12,4,4,2,Some,Graduate degree,Country,Fly,Healthy,Other,Health,high
USA,OR,2015,12,Female,17,Left-Handed,81,27,180,1,,11,0.434,38,Running/Jogging,,,,,,,27,Same length,95,85,Same length,September,Summer,No,Yes,Fruit,Water,Social studies,7,7,4,Yes - broadband connection,Text messaging,1,2,,0,14,2,7,0,7,1,10,4,0,2,A lot,Undergraduate degree,Pop,Freeze time,Healthy,Other,"Wildlife, animals",high
USA,OR,2016,12,Female,18,Right-Handed,175.2,23.5,165,1,Car,20,0.585,49,Athletics,500,500,250,500,0,800,23.5,Same length,80,90,Ring finger,November,Spring,Yes,No,Pizza/Pasta,Water,Art,6,5,6,Yes - other,Text messaging,200,1000,20,2,1,4,25,0,15,70,4,2,0,2,Some,Graduate degree,Other,Telepathy,Healthy,Coach or club leader,Health,high
USA,OR,2016,12,Male,16,Left-Handed,175,24,172,1,Car,7,0.257,31,Walking/Hiking,750,600,200,300,800,950,24,Same length,91,96,Ring finger,August,Winter,No,No,Rice/Noodle dishes,Water,Other,6,9,7,Yes - broadband connection,Internet chat or instant messaging,96,114,15,0.5,9,5,4,3,9,15,18,1,2,2,Some,Graduate degree,Other,Freeze time,Healthy,Actor,Health,high
USA,OR,2016,12,Male,17,Right-Handed,195,29,558,1,Bus,60,0.633,55,Bowling,380,765,620,615,150,465,29,Same length,90,85,Index finger,February,Winter,Yes,No,Seafood,Water,Music,10,11,5,Yes - broadband connection,In person,15,17,6,2.5,4,3,1,1,1.5,1,4,0.5,0,2,Some,Graduate degree,Classical,Invisibility,Healthy,Musician or singer,Health,high
USA,OR,2012,12,Female,17,Right-Handed,168,23,158,2,Car,13,0.344,41,Lacrosse,1000,950,1000,950,1000,1000,22.5,Right foot,85,65,Ring finger,March,Summer,No,No,Salads,Water,English,8,7,3,Yes - broadband connection,In person,60,60,8,2,6,3,10,0,3,4,5,0,8,2,Some,Graduate degree,Pop,Fly,Healthy,Other,International aid,high
USA,OR,2012,7,Male,13,Ambidextrous,158,24,166,2,Bus,60,297,38,Football (American),0,59,96,43,0,0,24,Same length,,,,September,Summer,Yes,No,No favorite,Water,Physical education,,,4,Yes - broadband connection,Text messaging,,,10,0,4,0,15,10,5,0,2,15,1,1,Very little,Less than high school,Other,Super strength,Healthy,Other,Other,middle
USA,OR,2017,12,Male,16,Right-Handed,72,28.6,,1,Car,8,0.464,41,Football (American),200,300,100,100,0,600,28.6,Right foot,,,Index finger,October,Fall,Yes,No,Pizza/Pasta,Water,Physical education,10,8,2,Yes - other,"Myspace, Facebook, other social networking sites, or blog",14,20,50,0,6,15,15,0,5,3,0,14,16,1,Some,Graduate degree,Rap/Hip hop,Fly,Healthy,Sports person,Education/Youth development,high
USA,OR,2015,12,Male,17,Right-Handed,176.5,27,131,1,Car,3,0.331,43,Running/Jogging,700,700,0,200,1000,1000,27,Same length,102,105,Ring finger,March,Winter,No,No,Pizza/Pasta,Water,Social studies,8,9,3,Yes - broadband connection,Text messaging,5,200,6,0,2,1,12,0,0,1,7,7,0,1,Some,Graduate degree,Other,Fly,Healthy,Relative,Health,high
USA,OR,2017,11,Male,16,Left-Handed,187,28,198,3,Walk,1,0.224,48,Football (American),4,4,6,7,9,10,28.5,Same length,105,105,Same length,December,Winter,Yes,No,Meat,Water,History,6.5,10,16,Yes - other,Text messaging,5,40,10,3,8,10,4,1,8,2,5,2,0,1,Some,Some college,Rap/Hip hop,Fly,Healthy,Doctor or nurse,International aid,high
USA,OR,2016,12,Male,17,Right-Handed,167,25,164,2,Car,15,0.718,58,Martial Arts,500,600,400,300,500,700,25,Right foot,77,81,Ring finger,September,Summer,No,No,Meat,Water,Physical education,7,5,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",2,3,15,1,0.5,2,6,0,5,1,5,2,10,1,Some,Graduate degree,Country,Fly,Healthy,Relative,"Wildlife, animals",high
USA,OR,2015,12,Female,17,Right-Handed,169,23.5,167,2,Car,10,0.517,29,Dancing,600,800,700,400,800,879,23.5,Same length,,,,,Fall,No,No,Fruit,Water,Science,7.5,10,3,Yes - broadband connection,Text messaging,70,70,30,2,25,4,4,0,20,15,3,2,25,1,Some,Undergraduate degree,Rap/Hip hop,Telepathy,Healthy,Religious figure,Health,high
USA,OR,2012,12,Female,16,Right-Handed,163,24,160,2,Car,2,0.491,43,Lacrosse,3,400,200,1000,5,100,24,Same length,8,7,Index finger,June,Spring,Yes,No,Soups,Water,Science,7,12,4,Yes - broadband connection,In person,20,25,10,2,6,16,12,0,2,1,4,1,16,1,A lot,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Relative,"Wildlife, animals",high
USA,OR,2017,12,Male,16,Right-Handed,68,20,186,3,Car,10,0.216,39,Soccer,701,525,720,300,100,400,21,Left foot,9,9,Same length,September,Fall,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,7,4,4,Yes - other,Text messaging,50,60,10,0.5,6,4,7,1,1,1,4,1,0,1,Some,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Musician or singer,Environment,high
USA,OR,2017,9,Female,15,Left-Handed,165.1,24,166,2,Car,28,0.329,49,Basketball,733,406,642,1000,32,802,24,Same length,90,95,Ring finger,July,Summer,No,No,Rice/Noodle dishes,Powdered drink,Science,8.5,6,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",36,41,4,45,1.5,3,10,0,20,1.5,0,1,0,1,Some,Graduate degree,Country,Telepathy,Healthy,Relative,"Wildlife, animals",high
USA,OR,2015,12,Female,17,Ambidextrous,167,24,169,1,Car,10,0.436,47,Lacrosse,144,316,588,118,540,850,25,Left foot,85,90,Ring finger,December,Summer,No,No,No favorite,Water,Science,9,10,4,Yes - broadband connection,Text messaging,50,100,10,2,10,2,20,0,2,2,2,0,0,1,A lot,Graduate degree,Country,Telepathy,Healthy,Relative,Health,high
USA,OR,2017,12,Male,17,Right-Handed,69,25.4,170,2,Walk,2,0.308,69,Soccer,1000,1000,1000,1000,1000,1000,25.4,Same length,8,9,Ring finger,July,Summer,No,No,Pizza/Pasta,Water,Physical education,6,10,5,Yes - other,Cell phone,36,43,5,1,10,2,13,0,7,1,2,0,7,1,A lot,Graduate degree,Rap/Hip hop,Fly,Healthy,Other,International aid,high
USA,OR,2015,12,Male,17,Right-Handed,203,32,2071,1,Car,5,0.183,30,Basketball,626,535,406,417,950,990,32,Right foot,120,130,Ring finger,April,Summer,No,No,Seafood,Water,Physical education,8,9.5,5,Yes - broadband connection,In person,10,24,15,0,5,3,20,6,2,1,12,10,0,0,Some,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Relative,"Arts, culture, sports",high
USA,OR,2017,12,Male,17,Right-Handed,182.8,27,187,1,Bus,15,0.361,36,Basketball,1000,1000,1000,500,200,200,26.6,Right foot,77,90,Ring finger,June,Winter,No,No,Fruit,,Science,7,9.5,4,Yes - other,Text messaging,80,90,15,1,6,0,4,0,5,5,2,0,20,0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Other,Environment,high
USA,OR,2018,9,Female,16,Right-Handed,162,24,,1,Bus,15,40,56,Basketball,369,,,,,,24,Same length,,,Ring finger,June,Fall,No,No,Fruit,Water,Science,6,8,8,Yes - other,Cell phone,2,2,5,36,4,2,10,0,2,1,0,0,0,0,A lot,Some college,Rap/Hip hop,Freeze time,Healthy,Relative,Health,high
USA,OR,2015,10,Male,15,Right-Handed,181,26.5,186.5,2,Bus,45,0.371,49,Running/Jogging,900,1000,900,1000,700,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy,,,high
USA,OR,2012,12,Female,17,Right-Handed,170,28,158,2,Car,6,0.354,41,Walking/Hiking,1000,900,600,800,200,600,28,Same length,70,80,Ring finger,October,Summer,Yes,No,Meat,Water,Mathematics and statistics,6,7,7,Yes - other,Text messaging,150,150,4,1,8,2,1,0,20,35,5,1,36,30,A lot,Graduate degree,Other,Freeze time,Happy,Business person,International aid,high
USA,OR,2015,12,Male,17,Right-Handed,185.5,30.5,179.9,,Car,12,0.334,32,Football (American),630,720,580,480,400,400,30.5,Same length,8.6,8.9,Ring finger,October,Winter,Yes,No,Meat,Water,Science,6,14,5,Yes - broadband connection,Text messaging,100,110,20,1,3,8,3,16,0,5,2,2,20,28,None,Undergraduate degree,Pop,Freeze time,Happy,Other,"Wildlife, animals",high
USA,OR,2019,10,Female,17,Right-Handed,62,24,152,1,Car,10,0.732,66,Tennis,1000,1000,1000,1000,500,800,24,Same length,9.6,8,Index finger,April,Fall,No,No,Breads/Sandwiches,Water,English,7,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",200,230,15,50,20,5,30,25,40,45,50,30,0,25,A lot,Graduate degree,Other,Freeze time,Happy,Other,Environment,high
USA,OR,2018,9,Female,14,Ambidextrous,138,22,156,2,Walk,5,0.349,48,Gymnastics,256,128,64,492,615,1000,24,Left foot,12,11,Index finger,January,Winter,No,No,Other,Tea,Art,7,9,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",145,250,20,7,5,15,16,9,15,10,12,4,8,25,Some,Other,Country,Telepathy,Happy,Musician or singer,"Arts, culture, sports",high
USA,OR,2019,10,Female,15,Right-Handed,162,24,162,1,Car,7,0.574,43,Soccer,900,800,1000,900,200,900,24,Same length,8,9,Ring finger,March,Fall,No,No,Fruit,Water,Science,,6,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",90,90,44,1,5,6,120,0,14,14,24,120,0,24,A lot,Graduate degree,Other,Telepathy,Happy,Relative,"Wildlife, animals",high
USA,OR,2017,9,Female,15,Ambidextrous,,20.5,152,2,Car,5,0.371,45,None,,,,,,,21,Left foot,,,,March,Fall,Yes,No,Pizza/Pasta,Water,Music,7,10,4,Yes - other,In person,200,300,70,60,25,4,10,30,3,12,10,100,0,20,A lot,Graduate degree,Classical,Invisibility,Happy,Friend,"Arts, culture, sports",high
USA,OR,2017,9,Female,15,Ambidextrous,,20.5,152,2,Car,5,0.371,45,None,,,,,,,21,Left foot,,,,March,Fall,Yes,No,Pizza/Pasta,Water,Music,7,10,4,Yes - other,In person,200,300,70,60,25,4,10,30,3,12,10,100,0,20,A lot,Graduate degree,Classical,Invisibility,Happy,Friend,"Arts, culture, sports",high
USA,OR,2019,10,Female,17,Right-Handed,168,23,163,2,Car,7,0.41,36,Soccer,950,900,750,600,400,500,23,Same length,82,81,Index finger,August,Fall,Yes,No,Pizza/Pasta,Tea,Mathematics and statistics,6,10,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",0,10,24,,20,5,,,35,,,28,12,20,A lot,Graduate degree,Country,Fly,Happy,Relative,"Wildlife, animals",high
USA,OR,2019,9,Female,15,Right-Handed,160,23,134,2,Car,7,0.471,45,Other,241,342,422,53,0,27,20,Right foot,75,70,Index finger,November,Spring,No,No,No favorite,Water,History,8,8,5,Yes - broadband connection,In person,21,21,35,0,10,100,100,0,0,5,0,0,10,20,A lot,Some college,Country,Freeze time,Happy,Other,"Wildlife, animals",high
USA,OR,2019,10,Female,16,Right-Handed,159,25,162,2,Walk,5,0.593,50,Gymnastics,997,887,778,655,10,57,25,Same length,8.5,7.5,Same length,December,Summer,No,No,Soups,Coffee,Art,4,3,7,Yes - other,In person,0,0,7,0,25,78,56,15,0,0,5,60,40,19,A lot,Graduate degree,Pop,Freeze time,Happy,Doctor or nurse,Health,high
USA,OR,2019,8,Female,12,Right-Handed,160,23,152,1,Car,30,0.487,40,Bowling,800,940,999,780,990,708,24,Left foot,80,76,Index finger,April,Summer,Yes,No,Meat,Water,English,7,9,4,Yes - other,Text messaging,50,20,60,6,3,7,6,1,0,66,30,10,2,16,A lot,Some college,Pop,Invisibility,Happy,Friend,Environment,middle
USA,OR,2017,9,Female,15,Right-Handed,155,21.6,121.9,2,Car,13,0.441,37,Other,262,91,455,310,86,222,21.4,Right foot,70,74,Ring finger,December,Summer,No,No,Pizza/Pasta,Soft drink (caffeinated),English,5,8,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",4,6,20,2,5,24,5,0,26,14,22,10,0,16,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,International aid,high
USA,OR,2019,8,Male,13,Right-Handed,170.6,25,162,1,Walk,40,0.445,43,Other,1000,1000,500,500,300,300,25,Same length,80,60,Index finger,January,Fall,Yes,No,Seafood,Water,Music,7,11,4,Yes - other,Text messaging,5,8,49,21,35,14,21,7,35,7,25,12,0,15,Some,Graduate degree,Rock and roll,Telepathy,Happy,Relative,Health,middle
USA,OR,2016,12,Female,18,Right-Handed,168,22,160,2,Car,7,0.415,51,Other,830,880,730,890,570,710,23,Left foot,78,71,Index finger,December,Summer,Yes,No,Pizza/Pasta,Water,Music,7.5,9.5,3,Yes - broadband connection,Text messaging,450,500,24,6,20,24,5,4,16,15,20,10,15,15,A lot,Undergraduate degree,Other,Invisibility,Happy,Coach or club leader,Health,high
USA,OR,2016,12,Female,17,Right-Handed,163,20,113,2,Car,30,1.5,52,Dancing,500,500,700,1000,300,800,20,Same length,58,53,Index finger,December,Fall,No,No,Rice/Noodle dishes,Coffee,Social studies,6,11,5,Yes - other,Cell phone,10,20,5,1,7,10,12,3,5,1,5,3,20,15,A lot,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Other,"Wildlife, animals",high
USA,OR,2017,12,Female,17,Ambidextrous,70,24,70,1,Bus,15,0.453,44,Skateboarding/Rollerblading,1000,1000,1000,1000,610,610,24,Same length,70,75,Ring finger,January,Winter,Yes,Yes,Desserts,Water,Other,6,6,4,Yes - other,Text messaging,5,5,0,0,5,-2,0,0,0,1,7,20,25,14,Some,Some college,Punk rock,Fly,Happy,Teacher,Environment,high
USA,OR,2019,10,Female,15,Right-Handed,162,24,168,2,Car,20,0.704,57,Dancing,2,5,4,3,6,1,24,Same length,77,85,Ring finger,March,Summer,Yes,No,Seafood,Water,Art,7,10,4,Yes - broadband connection,Text messaging,50,50,56,1,7,28,6,0,0,10000,10000,6,0,14,A lot,Graduate degree,Other,Invisibility,Happy,Actor,International aid,high
USA,OR,2017,9,Female,14,Left-Handed,165,21,,1,Bus,3,0.455,51,Baseball/Softball,1000,1000,1000,1000,0,1000,22,Right foot,80,90,Ring finger,July,Summer,Yes,No,Fruit,Energy drink,Music,8,10,4,Yes - other,In person,3,3,49,2,7,6,21,0,0,3,0,2,0,14,A lot,Graduate degree,Other,Telepathy,Happy,Musician or singer,Health,high
USA,OR,2019,10,Female,15,Right-Handed,174,28,169,1,Car,15,0.691,52,Walking/Hiking,1000,500,800,700,100,300,29,Left foot,90,87,Index finger,September,Spring,No,Yes,Fruit,Tea,Art,8,9,5,Yes - broadband connection,Text messaging,20,20,19,1,8,32,5,3,10,2,7,0,0,14,Some,Some college,Other,Fly,Happy,Friend,Environment,high
USA,OR,2019,10,Male,17,Right-Handed,187,28,187,1,Car,8,0.6,50.1,Basketball,800,750,800,900,200,950,28,Same length,95,93,Index finger,November,Winter,No,No,Pizza/Pasta,Water,Geography,6,7,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",17,17,12,14,12,8,24,12,12,3,5,8,0,13,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Sports person,International aid,high
USA,OR,2017,12,Female,17,Right-Handed,161,25,163,2,Walk,6,0.315,47,Tennis,701,717,840,861,1000,1000,25,Same length,90,95,Ring finger,October,Spring,Yes,No,Rice/Noodle dishes,Juice,Science,7,10,4,Yes - broadband connection,In person,11,11,2,1,34,20,10,2,10,1,25,10,0,12,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,International aid,high
USA,OR,2019,10,Female,18,Right-Handed,157,21,160,2,Bus,24,0.752,68,Table Tennis,"1,000",800,500,700,800,"1,000",21,Same length,4,3,Index finger,August,Summer,No,Yes,Pizza/Pasta,Juice,English,,,5,Yes - broadband connection,In person,0,0,124,0,100,50,20,146,146,126,156,100,0,10,A lot,Graduate degree,Pop,Freeze time,Happy,Coach or club leader,Education/Youth development,high
USA,OR,2019,10,Male,17,Right-Handed,180,28,84,1,Car,13,0.314,40,Soccer,500,500,500,500,100,1000,26.5,Right foot,10,1,Same length,September,Winter,Yes,No,No favorite,Water,Other,7,11,6,Yes - other,Internet chat or instant messaging,50,50,15,3,5,10,5,2,30,100,100,70,40,10,Some,Other,Rap/Hip hop,Freeze time,Happy,Friend,Other,high
USA,OR,2019,10,Male,17,Right-Handed,180,28,84,1,Car,13,0.314,40,Soccer,500,500,500,500,100,1000,26.5,Right foot,10,1,Same length,September,Winter,Yes,No,No favorite,Water,Other,7,11,6,Yes - other,Internet chat or instant messaging,50,50,15,3,5,10,5,2,30,100,100,70,40,10,Some,Other,Rap/Hip hop,Freeze time,Happy,Friend,Other,high
USA,OR,2019,12,Female,15,Right-Handed,155,21,152.5,2,Car,15,0.456,54,Bowling,497,1000,1000,1000,21,43,,,61,,,October,Fall,Yes,No,No favorite,Water,,8,8,4,Yes - broadband connection,Text messaging,0,0,30,2,25,35,10,0,10,5,25,20,0,10,A lot,Undergraduate degree,Rock and roll,Telepathy,Happy,Teacher,"Wildlife, animals",high
USA,OR,2019,10,Female,15,Ambidextrous,166.4,32.5,166.9,3,Skateboard/Scooter/Rollerblade,15,0.731,48,Skateboarding/Rollerblading,1000,1000,1000,1000,200,400,32.5,Same length,100,90,Index finger,January,Fall,Yes,No,Seafood,Water,History,8,4.5,6,Yes - other,Internet chat or instant messaging,15,25,10,6,5,15,0,10,8,10,8,15,0,10,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Sports person,"Wildlife, animals",high
USA,OR,2018,9,Female,15,Right-Handed,165,22,156,1,Car,20,0.339,37,Baseball/Softball,209,422,305,390,706,1000,22,Same length,80,70,Index finger,March,Spring,Yes,No,Pizza/Pasta,Tea,Art,8,15,4,Yes - other,Internet chat or instant messaging,10,45,45,1,2,35,35,1,25,35,1,15,0,10,Very little,Graduate degree,Country,Telepathy,Happy,Relative,Health,high
USA,OR,2019,10,Male,18,Right-Handed,171,24,175,1,Car,1,0.468,35,Football (American),500,300,700,700,800,900,24,Same length,90,88,Index finger,July,Summer,No,No,Meat,Sports drink,History,9,10,5,Yes - broadband connection,Cell phone,10,50,8,0,7,10,10,5,7,4,2,6,0,10,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Community leader or elder,Religious,high
USA,OR,2016,12,Female,16,Right-Handed,165,23,167,1,Car,32,0.348,45,Lacrosse,1000,1000,1000,1000,88,118,23,Same length,73,69,Index finger,April,Fall,No,No,Fruit,Tea,Science,6,11,2,Yes - broadband connection,Internet chat or instant messaging,20,30,40,10,6,30,15,2,20,4,20,5,6,10,A lot,Graduate degree,Other,Telepathy,Happy,Relative,"Wildlife, animals",high
USA,OR,2019,10,Male,15,Right-Handed,163,25,166,2,Bicycle,10,0.65,36,Other,1000,1000,875,796,400,299,25.5,Left foot,85,100,Ring finger,September,Fall,No,No,Poultry,Water,Computers and technology,,,4,Yes - broadband connection,Internet chat or instant messaging,6,8,4,0,0,20,5,20,3,1,1,5,0,10,A lot,Graduate degree,Jazz,Invisibility,Happy,Relative,Environment,high
USA,OR,2019,9,Male,14,Right-Handed,188,30,74,1,Bus,30,0.366,53,Football (American),503,626,374,775,0,775,12,Same length,70,70,Same length,August,Fall,No,No,Breads/Sandwiches,Milk,Other,7,6,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,12,35,0,10,4,2,49,10,0,10,3,5,10,Some,Some college,Pop,Freeze time,Happy,Relative,Health,high
USA,OR,2019,10,Female,17,Right-Handed,165.5,24,166,2,Car,13,0.9,56,Dancing,1000,1000,900,900,500,500,24,Same length,85,70,Index finger,May,Fall,Yes,No,Breads/Sandwiches,Tea,History,6,8,4,Yes - other,Internet chat or instant messaging,100,105,10,1,10,2,5,0,5,3,5,3,0,10,A lot,Undergraduate degree,Rap/Hip hop,Telepathy,Happy,Teacher,"Wildlife, animals",high
USA,OR,2019,10,Female,17,Right-Handed,158.5,23,169,2,Car,10,0.697,56,Other,,,,,,,23,Left foot,75,75,Same length,,Spring,No,No,No favorite,Water,Physical education,7,10,5,Yes - broadband connection,Text messaging,300,310,50,53,15,7,4,0,10,20,0,2,0,10,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Health,high
USA,OR,2019,10,Female,17,Right-Handed,158.5,23,169,2,Car,10,0.697,56,Other,,,,,,,23,Left foot,75,75,Same length,,Spring,No,No,No favorite,Water,Physical education,7,10,5,Yes - broadband connection,Text messaging,300,310,50,53,15,7,4,0,10,20,0,2,0,10,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Health,high
USA,OR,2015,12,Female,17,Right-Handed,69,2.4,163,2,Bus,15,0.42,35,Swimming,500,500,500,500,700,800,2.4,Same length,95,100,Ring finger,September,Fall,No,No,Rice/Noodle dishes,Water,English,7,9,3,Yes - dial-up connection,Text messaging,5,0,0,0,10,10,0,0,10,10,10,1,0,10,Some,Graduate degree,Classical,Telepathy,Happy,Friend,International aid,high
USA,OR,2018,9,Female,16,Right-Handed,160,21.5,147.3,1,Car,25,0.305,,Other,674,513,439,583,5,48,21.5,Same length,70,70,Same length,March,Fall,Yes,No,Vegetables,Water,Music,5,3,2,Yes - other,Internet chat or instant messaging,200,180,3.5,3.5,10,0,5,0,2,40,30,0.5,0,10,A lot,Some college,Classical,Fly,Happy,Other,Environment,high
USA,OR,2017,12,Male,17,Right-Handed,175,26,174,2,Walk,35,0.203,23,None,100,100,100,100,80,85,26,Same length,80,85,Ring finger,October,Spring,No,Yes,Breads/Sandwiches,Tea,Art,6,10,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",72,83,14,2,19,35,0,0,27,20,31,0,0,10,A lot,Graduate degree,Pop,Telepathy,Happy,Musician or singer,International aid,high
USA,OR,2016,12,Male,18,Right-Handed,178,26,185,2,Bus,17,0.471,49,Hockey (Field),400,300,500,200,600,600,26,Same length,65,64,Index finger,January,Summer,No,No,Meat,Water,Computers and technology,7,9.5,8,Yes - broadband connection,In person,1,2,7,0.3,3,10,8,6,3,0.5,7,0,0,10,Some,Graduate degree,Country,Fly,Happy,Other,International aid,high
USA,OR,2019,10,Female,15,Right-Handed,156,21,157,1,Car,15,0.796,51,Tennis,1000,1000,900,900,800,1000,21,Same length,87,83,Index finger,April,Fall,Yes,No,Pizza/Pasta,Water,History,7,9,4,Yes - other,Text messaging,200,230,10,3,8,2,5,35,12,14,15,12,5,9,A lot,Graduate degree,Pop,Fly,Happy,Relative,Health,high
