Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation,School
USA,OR,2012,12,Female,17,Right-Handed,164,22,159,1.5,Car,7,0.35,35,Walking/Hiking,824,813,615,519,738,610,22,Same length,70,75,Ring finger,March,Fall,Yes,No,Desserts,Juice,Music,7,9,3,Yes - broadband connection,Text messaging,6,7,3,2,9,2,3,0,3,4,6,1,8,2,A lot,Undergraduate degree,Other,Fly,Happy,Other,International aid,high
USA,OR,2017,12,Male,16,Right-Handed,180.3,27,,2,Car,10,0.296,40,Athletics,100,150,2,2,500,700,27,Same length,85,78,Index finger,September,Summer,No,No,Fruit,Water,Science,6.5,8,6,Yes - broadband connection,Text messaging,100,100,10,0.5,5,1,17,1,3,3,5,1,10,2,A lot,Graduate degree,Country,Telepathy,Happy,Other,"Arts, culture, sports",high
USA,OR,2019,10,Female,16,Right-Handed,167,23,169,1,Car,5,0.674,51,Other,400,500,600,300,200,500,23,,80,75,Ring finger,December,Fall,No,No,No favorite,Water,Other,5,5,13,Yes - other,Text messaging,200,200,4,9,2,10,6,0,7,13,3,1,16,2,Some,Less than high school,Other,Telepathy,Happy,Relative,"Wildlife, animals",high
USA,OR,2015,12,Female,16,Right-Handed,171,24,169,1,Car,10,0.49,47,Soccer,900,900,700,900,900,1000,24.25,Left foot,9,8.5,Ring finger,December,Fall,No,No,Meat,Water,Social studies,7,10,5,Yes - broadband connection,Text messaging,15,400,6,1,10,3,10,0,5,0,3,1,0,2,Some,Graduate degree,Other,,Happy,Teacher,Education/Youth development,high
USA,OR,2019,10,Female,17,Right-Handed,163.5,23,172.5,1,Car,7,0.742,40,Tennis,200,500,300,500,500,800,24,Left foot,90,93,Ring finger,June,Fall,No,No,Meat,Water,History,7,7,4,Yes - broadband connection,In person,50,45,5,1,3,4,3,0,1,2,2,1,0,2,Some,Graduate degree,Country,Super strength,Happy,Relative,Religious,high
USA,OR,2019,10,Female,17,Right-Handed,167,23,172,1,Walk,12,0.674,54,Athletics,999,999,999,999,8,8,23,Same length,94,97,Same length,December,Fall,Yes,No,Vegetables,Water,Music,7,8,13,Yes - broadband connection,Cell phone,150,130,1,1,2,2,1,0,,1,1,1,5,2,Some,Graduate degree,Country,Telepathy,Happy,Teacher,Environment,high
USA,OR,2018,9,Male,15,Right-Handed,167,,146,1,Bus,12,1.8,53,Skateboarding/Rollerblading,,,,,,,,,,,,March,Winter,No,No,Meat,Other,History,2,1,6,Yes - other,Text messaging,0,0,5,0,0,0,0,0,,0,0,1,8,2,A lot,Some college,Rock and roll,Invisibility,Happy,Musician or singer,Other,high
USA,OR,2019,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,0,0,12,6,0,8,0.5,34,0,1,2,Very little,Graduate degree,Rock and roll,Freeze time,Happy,Friend,Other,middle
USA,OR,2019,10,Female,17,Right-Handed,168,22,139,2,Car,15,0.677,60.1,Walking/Hiking,950,900,800,700,10,10,22,Same length,80,90,Ring finger,May,Winter,Yes,No,Meat,Water,Music,7,9,8,Yes - broadband connection,Text messaging,8,8,5,1,6,20,2,0,1,1,30,0,0,2,A lot,Undergraduate degree,Other,Fly,Happy,Teacher,Environment,high
USA,OR,2019,9,Male,31,Ambidextrous,172,25,170,1,,12,0.373,35,Other,500,500,500,500,600,600,26,Left foot,88,80,Index finger,April,Summer,Yes,No,Vegetables,Water,Science,7,7,4,Yes - broadband connection,Text messaging,11,6,2,0,0,30,0,15,2,2,10,0,65,2,A lot,Graduate degree,Heavy metal,Freeze time,Happy,Religious figure,Religious,high
USA,OR,2017,12,Male,17,Right-Handed,183,27.8,182.8,2,Car,10,0.367,46,Table Tennis,800,400,500,700,700,800,27,Same length,74,78,Ring finger,September,Summer,Yes,No,Meat,Water,Mathematics and statistics,6,10,4,Yes - broadband connection,In person,20,20,15,0.5,10,2,5,10,7,1,10,0,0,2,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Sports person,Health,high
USA,OR,2016,12,Male,17,Right-Handed,183,27,181,2,Walk,10,0.209,41,Other,759,412,251,182,930,684,26,Right foot,87,83,Index finger,September,Winter,Yes,No,Poultry,Water,Computers and technology,7,12,4,Yes - broadband connection,Internet chat or instant messaging,12,14,2,1,3,2,3,15,3,1,10,0,0,2,Some,Undergraduate degree,Pop,Freeze time,Happy,Musician or singer,"Arts, culture, sports",high
USA,OR,2017,12,Female,18,Right-Handed,157,24,157,1,Bus,30,0.377,47,Dancing,321,332,578,487,674,781,22,Right foot,75,75,Same length,January,Summer,No,No,Rice/Noodle dishes,Juice,English,5,6,9,Yes - broadband connection,Text messaging,50,70,20,5,6,2,20,0,98,20,6,0,10,2,A lot,Graduate degree,Pop,Telepathy,Happy,Other,Education/Youth development,high
USA,OR,2018,9,Female,15,Right-Handed,153,23,158,1,Bus,60,1.078,54,None,50,50,1000,1000,50,1000,23,Same length,4,3,Index finger,December,Winter,No,No,Pizza/Pasta,Soft drink (caffeinated),English,,12,3,Yes - dial-up connection,Internet chat or instant messaging,1000,1000,12,3,2,0,1,0,3,,3,0,0,2,A lot,Some college,Rap/Hip hop,Invisibility,Happy,Other,"Wildlife, animals",high
USA,OR,2019,10,Female,17,Right-Handed,167,23,170,1,Car,15,0.763,62,Gymnastics,500,700,600,500,300,300,23,Same length,8,8,Same length,August,Fall,No,No,Meat,Water,Physical education,6,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",6,10,7,1,10,5,2,1,3,3,3,0,15,2,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Other,Health,high
USA,OR,2016,12,Male,17,Right-Handed,172.7,26,167,1,Car,15,1.423,84,Soccer,600,650,700,650,550,701,25.5,Right foot,700,675,Index finger,September,Spring,No,No,Pizza/Pasta,Water,Social studies,7,8.5,3,Yes - broadband connection,In person,31,40,1.5,0.1,10,5,12,5,5,2,2,3.5,1,1.5,Some,Graduate degree,Rock and roll,Fly,Happy,Sports person,International aid,high
USA,OR,2017,12,Male,16,Right-Handed,178,26,58,1,Car,20,0.409,54,Baseball/Softball,750,300,100,500,750,900,28,Left foot,70,80,Ring finger,October,Fall,No,No,Desserts,Water,History,8,8,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",25,25,4,0.5,6,10,4,1,6,1,1,15,0,1,A lot,Other,Pop,Fly,Happy,Relative,Health,high
USA,OR,2015,12,Female,18,Right-Handed,168,24,163,1,Car,7,0.495,50,Soccer,647,519,802,802,316,219,24,Same length,7.5,8.5,Index finger,September,Summer,No,No,Meat,Sports drink,Science,8,6,4,Yes - other,Text messaging,55,55,2.5,0.5,3,10,5,0,5,50,10,10,10,1,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Relative,International aid,high
USA,OR,2019,10,Male,17,Right-Handed,,25,172,2,Car,7,0.231,39,Baseball/Softball,500,500,750,500,750,999,25,Same length,98,,Ring finger,January,Summer,No,No,Rice/Noodle dishes,Juice,Mathematics and statistics,8,8,3,Yes - broadband connection,Text messaging,50,50,15,1,1,4,4,15,5,5,10,10,20,1,Very little,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,"Arts, culture, sports",high
USA,OR,2016,12,Female,18,Right-Handed,165,25,165.5,1,Car,7,0.54,48,Other,650,800,350,400,900,1000,25,Same length,8,7,Index finger,February,Summer,Yes,No,Pizza/Pasta,Water,Social studies,6,8,3,Yes - broadband connection,Text messaging,50,700,20,0,0,0,1,0,4,4,10,10,20,1,Very little,Undergraduate degree,Other,Freeze time,Happy,Actor,Environment,high
USA,OR,2018,9,Female,14,Right-Handed,166,24,162,1,Car,9,0.392,47,Walking/Hiking,800,800,900,750,20,250,23.5,Right foot,6.5,7,Ring finger,November,Fall,Yes,No,Meat,Water,Art,,12,4,Yes - other,Internet chat or instant messaging,35,20,10,12,1,4,10,2,5,8,4,10,0,1,Some,Graduate degree,Punk rock,Fly,Happy,Musician or singer,"Arts, culture, sports",high
USA,OR,2019,10,Female,16,Right-Handed,166,24,163,1,Car,4,0.7,65,Athletics,700,900,500,600,400,700,23,Right foot,7,6,Index finger,,Summer,No,No,Pizza/Pasta,Water,Physical education,6,9,3,Yes - broadband connection,In person,5,5,25,15,10,25,10,0,10,2,25,8,29,1,Some,Graduate degree,Country,Freeze time,Happy,Relative,Health,high
USA,OR,2015,12,Male,17,Right-Handed,183,28,187,1,Car,10,0.344,48,Skateboarding/Rollerblading,800,600,300,500,800,900,27,Right foot,100,100,Same length,July,Summer,No,No,Seafood,Water,English,8,11,4,Yes - other,In person,50,200,40,0,1,3,20,6,2,2,10,8,15,1,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Musician or singer,Environment,high
USA,OR,2015,12,Female,17,Right-Handed,157,21,158,2,Bus,5,0.402,80,Athletics,500,800,800,800,800,800,21,Same length,8.2,89,Ring finger,October,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,4,8,45,Yes - broadband connection,In person,0,0,1,0,15,3,15,0,2,0,6,6,0,1,Some,Graduate degree,Pop,Fly,Happy,Doctor or nurse,International aid,high
USA,OR,2019,10,Female,15,Left-Handed,155,20,154,2,Car,5,0.249,38,Dancing,950,775,685,695,500,750,20,Same length,87,90,Ring finger,January,Fall,No,No,Fruit,Water,Music,5,6,6,Yes - broadband connection,Text messaging,150,125,1,1,15,7,5,1,2,25,50,5,0,1,Some,Graduate degree,Pop,Telepathy,Happy,Religious figure,Health,high
USA,OR,2019,8,Female,14,Ambidextrous,157,24,165,1,Car,4,0.727,67,Skateboarding/Rollerblading,300,200,800,100,900,1000,24,Same length,10,10,Same length,April,Winter,No,No,Desserts,Water,Art,5,2,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",100,50,14,4,1,1,1,24,24,10,24,5,0,1,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Actor,"Wildlife, animals",middle
USA,OR,2019,10,Female,15,Right-Handed,168,24.5,168,2,Car,10,0.799,32,Swimming,500,550,400,600,250,300,24.5,Same length,9.2,9.5,Ring finger,August,Fall,Yes,No,Pizza/Pasta,Water,Music,7,9,5,Yes - broadband connection,Text messaging,15,65,25,2,5,5,0,10,5,20,20,5,1,1,Some,Graduate degree,Punk rock,Freeze time,Happy,Musician or singer,"Arts, culture, sports",high
USA,OR,2019,10,Female,17,Right-Handed,156,22,155,2,Car,10,0.718,46,Other,900,1000,500,500,50,50,22,Same length,7,7,Same length,March,Fall,Yes,No,Poultry,Water,Science,8,12,4,Yes - other,Text messaging,5,8,3,1,1,1,2,1,3,1,0,5,12,1,A lot,Graduate degree,Other,Fly,Happy,Musician or singer,"Wildlife, animals",high
USA,OR,2019,10,Female,17,Right-Handed,164,25,169,2,Car,15,0.76,52,Athletics,1000,1000,800,600,500,1000,25,Same length,8.5,9,Ring finger,February,Summer,Yes,No,Fruit,Tea,English,4 1/2,6,5,Yes - other,In person,200,200,12,3,1,3,2,0,3,18,18,4,1,1,A lot,Graduate degree,Pop,Freeze time,Happy,,,high
USA,OR,2017,12,Female,17,Left-Handed,174,25,174,1,Car,12,0.402,38,Soccer,647,632,524,537,754,695,24,Right foot,92,81,Index finger,October,Fall,No,No,Desserts,Water,Mathematics and statistics,8,9,4,Yes - broadband connection,In person,3,3,2,0,20,10,5,0,0,0,7,4,0,1,Some,Graduate degree,Other,Fly,Happy,Relative,Religious,high
USA,OR,2019,10,Female,17,Right-Handed,195,22,160,1,Car,9,0.869,51,Soccer,900,700,600,600,600,800,22,Same length,,60,Same length,September,Summer,No,No,Desserts,Water,History,8,8,2,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",18,25,8,2,20,6,14,0,12,7,2,4,7,1,A lot,Graduate degree,Other,Fly,Happy,Politician,Environment,high
USA,OR,2015,12,Female,17,Right-Handed,166,25,164,1,Car,9,0.403,36,Other,800,850,900,800,700,700,26,Left foot,90,90,Same length,June,Summer,Yes,No,Pizza/Pasta,Water,Social studies,8,10,4,Yes - other,Text messaging,100,100,0,1,10,6,3,14,2,2,4,3,0,1,A lot,Undergraduate degree,Country,Fly,Happy,Relative,International aid,high
USA,OR,2019,10,Female,16,Right-Handed,175,25,180,1,Car,13,0.805,62,Soccer,800,800,600,750,900,950,24,Right foot,100,105,Ring finger,September,Fall,Yes,No,Meat,Water,History,7,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,20,6,0,9,6,14,0,5,5,2,3,0,1,A lot,Graduate degree,Pop,Fly,Happy,Relative,Religious,high
USA,OR,2017,12,Male,16,Right-Handed,172,24.13,167,2,Car,5,0.315,45,Skateboarding/Rollerblading,1000,700,1000,500,100,500,24,Right foot,45,44,Ring finger,October,Fall,Yes,No,Pizza/Pasta,Milk,History,8,10,3,Yes - other,Text messaging,100,100,7,1,12,4,12,0,15,3,1,3,0,1,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Musician or singer,"Arts, culture, sports",high
USA,OR,2015,12,Male,17,Right-Handed,187,27,194,2,Car,12,0.435,45,Football (American),1000,900,750,850,600,1000,27,Same length,9.9,10.2,Ring finger,September,Winter,No,Yes,Rice/Noodle dishes,Milk,Science,8,9,10,Yes - broadband connection,In person,15,60,8,0,3,7,15,1,1,3,5,2,3,1,Very little,Graduate degree,Country,Fly,Happy,Other,Religious,high
USA,OR,2014,12,Female,17,Right-Handed,168,24.5,180,1,Car,5,0.453,42,Walking/Hiking,500,500,500,500,500,500,24.5,Same length,90,95,Ring finger,October,Summer,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,9,5,5,Yes - broadband connection,Text messaging,97,100,27,1,4,15,0,0,1,4,3,2,27,1,Some,Undergraduate degree,Country,Freeze time,Happy,Relative,Environment,high
USA,OR,2018,9,Female,15,Right-Handed,190,23,173,1,Car,1,0.551,39,Dancing,600,500,300,150,1000,999,24,Left foot,7.3,7.2,Index finger,July,Summer,No,No,Fruit,Juice,English,7,,5,Yes - broadband connection,In person,50,53,27,1,2,5,20,1,1,3,22,1,0,1,Some,Graduate degree,Country,Invisibility,Happy,Friend,Health,high
USA,OR,2015,12,Male,17,Right-Handed,175,28,181,1,Car,10,0.29,46,Walking/Hiking,600,800,400,700,600,500,27.5,Right foot,90,100,Ring finger,December,Winter,Yes,No,Seafood,Water,Computers and technology,7,8,4,Yes - broadband connection,Text messaging,200,1000,20,1,2,6,8,7,12,12,12,1,0,1,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Musician or singer,International aid,high
USA,OR,2019,10,Male,15,Right-Handed,164,25,170,1,Skateboard/Scooter/Rollerblade,20,0.256,48,Soccer,1000,1000,500,500,500,1000,25,Same length,100,110,Ring finger,January,Spring,Yes,No,Meat,Water,Mathematics and statistics,6,,4,Yes - broadband connection,In person,0,0,4,0,2,1,0,1,0,0,1,1,0,1,A lot,High school,Rap/Hip hop,Invisibility,Happy,Relative,"Arts, culture, sports",high
USA,OR,2018,9,Male,15,Right-Handed,175.5,23,175,1,Car,2,0.334,55,Football (American),500,500,500,500,500,500,25,Left foot,8.5,8,Index finger,June,Summer,No,No,Pizza/Pasta,Water,Physical education,8,3,3,Yes - other,Text messaging,3,14,2,0,1,1,3,8,0,0,0,1,0,1,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Other,Education/Youth development,high
USA,OR,2012,12,Female,16,Right-Handed,155,21,156,2,Car,10,0.32,40,Baseball/Softball,758,900,500,700,900,1000,21,Same length,70,70,Same length,March,Fall,,No,Meat,Tea,,6,12,5,Yes - broadband connection,,0,5,24,0,1,1,0,0,1,1,6,0,0,1,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Relative,Education/Youth development,high
USA,OR,2018,9,Female,15,Right-Handed,161,23,166,1,Walk,5,0.956,47,Walking/Hiking,999,998,695,995,625,500,24,Left foot,3,3,Same length,June,Winter,Yes,No,No favorite,Water,Art,12,14,3,Yes - broadband connection,In person,0,0,1.5,0,1,3,1,2,2,0,3,0,0,1,Some,High school,Other,Super strength,Happy,Other,Health,high
USA,OR,2019,10,Male,17,Right-Handed,187,30,197,2,Car,10,0.097,72,Basketball,700,700,700,700,800,800,30,Same length,106,110,Ring finger,September,Winter,Yes,No,Meat,Water,Physical education,8,10,3,Yes - broadband connection,Text messaging,6,6,3,0,1,1,3,0,1,0,0,0,3,1,Some,Some college,Country,Telepathy,Happy,Relative,Other,high
USA,OR,2019,10,Male,16,Right-Handed,180,28,191,1,Car,7,0.546,39,Baseball/Softball,100,100,400,300,0,100,28.5,Left foot,10,10,Ring finger,August,Winter,Yes,No,Pizza/Pasta,Water,History,7,4,4,Yes - other,Text messaging,15,15,20,0.3,0,9,24,10,3,2,25,0.25,12,0.5,Very little,Other,Rock and roll,Fly,Happy,Relative,Religious,high
USA,OR,2017,12,Female,17,,6,90,180,1,Car,6,0.388,37,Tennis,999,999,1000,800,100,999,9,Same length,71,71,Same length,September,Winter,Yes,No,,Water,History,10,8,5,Yes - broadband connection,Cell phone,100,130,40,10,0,108,100,0,100,2,9,30,55,0,None,Graduate degree,Rap/Hip hop,Super strength,Happy,Relative,"Wildlife, animals",high
USA,OR,2019,10,Male,16,Left-Handed,182,27.8,188,1,Car,10,0.391,50,Martial Arts,0,0,0,0,1000,1000,27.8,Same length,80,75,Index finger,July,Winter,Yes,No,Seafood,Water,Social studies,,,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",,,10,5,3,10,0,50,30,30,10,10,0,0,Very little,Graduate degree,Rap/Hip hop,Freeze time,Happy,Actor,Health,high
USA,OR,2016,12,Female,17,Left-Handed,165,24,165,1,Car,10,0.47,33,Athletics,800,900,750,650,750,750,23,Right foot,90,70,Index finger,July,Summer,Yes,No,Seafood,Water,Art,6,11,2,Yes - broadband connection,Text messaging,128,130,6,1,20,8,30,1,10,20,5,10,0,0,A lot,Undergraduate degree,Country,Super strength,Happy,Coach or club leader,"Wildlife, animals",high
USA,OR,2019,10,Male,16,Right-Handed,155,11,159,1,Bus,20,0.736,60,None,,,,,,,10,Right foot,13,19,Ring finger,May,Summer,Yes,No,Pizza/Pasta,Water,History,6,8,5,Yes - dial-up connection,In person,0,0,1,0,2,0,0,6,2,0,0,4,0,0,Some,High school,Rock and roll,Fly,Happy,Friend,Religious,high
USA,OR,2019,10,Female,16,Right-Handed,173,24,177,2,Boat,10,0.4999,110,Walking/Hiking,850,850,500,800,200,200,25,Left foot,109,117,Ring finger,January,Spring,Yes,No,Breads/Sandwiches,Tea,Computers and technology,0.5,0.5,9,Yes - broadband connection,In person,3000,3000,5,24,0.5,0,0,24,24,24,24,2,0,0,A lot,Some college,Rock and roll,Freeze time,Happy,Other,"Arts, culture, sports",high
USA,OR,2016,12,Male,18,Right-Handed,183,27,185,1,Car,5,0.378,49,Soccer,1000,600,250,450,750,1000,27,Same length,75,80,Ring finger,September,Summer,Yes,No,Pizza/Pasta,Water,Science,6,8,4,Yes - broadband connection,Text messaging,50,50,12,1,0,2,4,12,4,6,10,2,18,0,None,Graduate degree,Other,Fly,Happy,Teacher,Education/Youth development,high
USA,OR,2015,12,Male,17,Right-Handed,181,27,189,3,Car,5,0.378,39,Soccer,1000,1000,1000,1000,1000,1000,27,Same length,110,70,Index finger,August,Fall,No,No,Pizza/Pasta,Sports drink,Social studies,7,10,3,Yes - broadband connection,Text messaging,100,30,5,0,1,1,2,1,0,3,1,1,1,0,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Doctor or nurse,Education/Youth development,high
USA,OR,2015,12,Female,16,Left-Handed,61,22,160,2,Car,10,0.334,41,Swimming,800,800,900,800,0,0,24,Left foot,,,Ring finger,August,Fall,Yes,No,Fruit,Water,Science,5,7,4,Yes - broadband connection,Text messaging,1,3,0,0.5,100,10,0,0,5,0.1,100,0,10,0,A lot,Graduate degree,Classical,Fly,Happy,Doctor or nurse,Health,high
USA,OR,2018,9,Female,14,Ambidextrous,171,24,171,1,Car,3,0.781,,None,200,221,300,700,900,960,24,Same length,66,62,Index finger,January,Fall,Yes,No,Pizza/Pasta,Tea,Art,7,8,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",29,68,0,0.2,2,0,0,30,46,0.1,56,0,0,0,Very little,Graduate degree,Pop,Freeze time,Happy,Sports person,Environment,high
USA,OR,2019,10,Female,16,Right-Handed,157,28,133,1,Car,7,0.69,60,Other,,,,,,,,Same length,90,70,Ring finger,April,Winter,No,No,No favorite,Sports drink,English,8,11,4,Yes - dial-up connection,"Myspace, Facebook, other social networking sites, or blog",300,150,44,2,30,25,9,0,80,45,55,0,0,0,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,Health,high
USA,OR,2014,12,Male,17,Ambidextrous,173,26,179,2,Walk,20,0.371,37,Soccer,818,824,492,797,1000,1000,27,Left foot,92,72,Index finger,March,Winter,No,No,Rice/Noodle dishes,Water,Science,4,6,5,Yes - broadband connection,In person,2,3,0,0,1,8,10,14,2,1,42,0,0,0,A lot,Graduate degree,Pop,Freeze time,Happy,Other,Health,high
USA,OR,2016,12,Female,16,Right-Handed,152.4,20,158,3,Car,17,0.433,31,Martial Arts,952,600,876,765,395,999,20,Same length,67,79,Ring finger,May,Winter,No,No,Rice/Noodle dishes,Water,Social studies,5,10,3,Yes - broadband connection,In person,9,7,18,1,7,3,1,3,4,3,25,0,12,0,A lot,Graduate degree,Rap/Hip hop,Super strength,Happy,Relative,International aid,high
USA,OR,2019,10,Male,16,Right-Handed,168,26,175,1,Bus,60,0.689,43,Basketball,750,500,375,540,300,600,27,Left foot,9,8.5,Index finger,February,,No,No,Meat,Water,Physical education,5,12,7,Yes - broadband connection,Text messaging,80,85,6,6,4,0,2,0,0,7,0,0,0,0,A lot,Some college,Rap/Hip hop,Freeze time,Happy,Coach or club leader,Education/Youth development,high
USA,OR,2019,10,Male,15,Left-Handed,161,25,163,2,Car,15,0.5,58,Baseball/Softball,1000,1000,1000,1000,300,950,25,Same length,95,102,Ring finger,April,Winter,Yes,No,Meat,Water,Mathematics and statistics,7,5,4,Yes - other,Internet chat or instant messaging,5,4,5,1,1,3,1,2,,,4,5,,,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Health,high
USA,OR,2019,10,Male,17,Right-Handed,195,28,204,1,Car,8,0.413,62,Basketball,400,500,500,550,700,700,28,Same length,115,117,Ring finger,October,Summer,Yes,No,Pizza/Pasta,Sports drink,Physical education,9,7,4,Yes - other,Text messaging,75,80,3,,0.5,2,3,,,4,,1,,,Very little,Some college,Rap/Hip hop,Fly,Happy,Friend,"Wildlife, animals",high
USA,OR,2019,10,Female,15,Ambidextrous,165,23,170,1,,15,0.672,40,Gymnastics,500,1000,500,500,1000,1000,23,Same length,9,9.5,Ring finger,August,Summer,No,No,Seafood,Water,Science,6,9,4,Yes - other,Text messaging,1000,2000,20,4,0,8,0,0,,,,,,,Some,Graduate degree,Pop,Telepathy,Happy,Business person,Health,high
USA,OR,2019,10,Female,17,Left-Handed,165,24,170,1,Car,10,0.72,52,,,,,,,,22,Right foot,70,65,Index finger,April,Fall,No,No,Rice/Noodle dishes,Water,Science,7,8,5,Yes - broadband connection,Internet chat or instant messaging,200,150,,,,,,,,,,,,,A lot,Undergraduate degree,Country,Fly,Happy,Relative,International aid,high
USA,OR,2016,12,Female,17,Right-Handed,164,24,161,1,Car,22,0.487,67,Dancing,200,500,650,,,,24,Same length,80,75,Index finger,April,Spring,No,No,Meat,Water,History,7.5,7.5,4,Yes - other,In person,27,26,,,,,,,,,,,,,,Undergraduate degree,Country,Freeze time,Happy,,,high
USA,OR,2017,9,Male,15,Left-Handed,75,29,200,1,Bus,15,0.345,36,Basketball,701,706,786,503,0,0,27.5,Right foot,10,10,Same length,January,Fall,No,No,No favorite,Water,Music,9,7,6,Yes - other,Internet chat or instant messaging,,,,,,,,,,,,,,,Some,Graduate degree,Other,Fly,Happy,Other,Environment,high
USA,OR,2015,12,Female,17,Left-Handed,164,23,165,1,Car,15,0.4,48,Walking/Hiking,500,500,500,500,500,500,23,Same length,90,70,Index finger,January,Summer,Yes,No,Poultry,Soft drink (caffeinated),Mathematics and statistics,9,10,4,Yes - other,Text messaging,,,,,,,,,,,,,,,Some,Undergraduate degree,,Invisibility,Happy,Relative,,high
USA,OR,2019,10,Male,15,Right-Handed,183,26,190,3,Car,15,0.112,38,Football (American),900,100,80p,600,400,1000,26,Same length,95,106,Ring finger,December,Winter,No,No,Rice/Noodle dishes,Soft drink (caffeinated),Science,7,8,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",4,4,1000,0,100,200,300,500,700,200,600,300,200,100,A lot,Some college,Rap/Hip hop,Fly,Famous,Politician,Environment,high
USA,OR,2017,12,Female,17,Right-Handed,152,24,155,2,Car,10,0.381,38,Other,738,738,385,385,321,128,25,Left foot,6.6,6.2,Index finger,July,Summer,No,No,Pizza/Pasta,Soft drink (caffeinated),Science,6,9,6,Yes - broadband connection,Text messaging,220,200,7,3,12,48,0,0,24,24,24,16,0,28,A lot,Undergraduate degree,Other,Fly,Famous,Doctor or nurse,Health,high
USA,OR,2019,10,Male,14,Right-Handed,171,26.5,179.5,1,Bicycle,8,0.89,45,Cycling,1000,1000,1000,1000,300,500,25.5,Right foot,100,107,Ring finger,September,Winter,No,No,Seafood,Water,Music,7,6,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",4,10,80,4,4,4,12,5,16,18,20,10,0,16,Some,Graduate degree,Other,Fly,Famous,Religious figure,Religious,high
USA,OR,2019,10,Female,16,Right-Handed,165,24,162,1,Car,7,0.753,70,Soccer,900,900,1000,1000,800,700,24,Same length,82,90,Ring finger,July,Spring,Yes,No,Fruit,Coffee,Mathematics and statistics,7,9,5,Yes - broadband connection,Cell phone,40,50,32,16,6,30,14,0,20,21,10,8,5,7,Some,Some college,Pop,Fly,Famous,Musician or singer,"Wildlife, animals",high
USA,OR,2015,12,Female,17,Left-Handed,152,22,162,1,Car,10,0.335,36,Swimming,300,500,300,100,400,700,62,Left foot,10,15,Same length,June,Fall,No,Yes,Pizza/Pasta,Coffee,English,6,4,4,Yes - broadband connection,Text messaging,15,15,14,1,16,10,5,0,20,20,30,6,15,5,Some,Graduate degree,Pop,Fly,Famous,Actor,Other,high
USA,OR,2014,12,Male,17,Right-Handed,174,26,174,1,Car,5,0.506,29,Martial Arts,556,626,385,684,904,904,26,Same length,72,78,Ring finger,September,Spring,No,No,Meat,Water,History,8,10,5,Yes - broadband connection,E-mail,6,10,2,1,2,3,13,9,1,0.5,10,1,0,3.5,Some,Graduate degree,Rock and roll,Freeze time,Famous,Relative,Education/Youth development,high
